B_T,M_muB_per_Yb,M_err_muB_per_Yb,T_sample_K,moment_column,mass_mg,source_file
-3.88138e-06,0.000983784,3.47078e-06,2.4977,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.000582992,0.000995191,1.82598e-05,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0046576,0.00246241,0.000112134,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0114197,0.00509256,0.000125461,2.5024,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.018412,0.00775287,0.000118283,2.5039,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0257475,0.010392,0.000120536,2.5032,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0320415,0.0130445,0.000119918,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.039724,0.0156928,0.000120955,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0467175,0.0183458,0.000121584,2.4987,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0544131,0.0210024,0.000121541,2.4982,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0603839,0.023662,0.000122217,2.4980,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.068445,0.0263265,0.000121101,2.4974,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0743751,0.0289796,0.000121602,2.4975,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0820686,0.0316253,0.000120913,2.4984,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.088017,0.0342773,0.000120594,2.4991,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.0953694,0.0369285,0.000120752,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.101946,0.0395712,0.000121152,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.109787,0.0421183,0.000121167,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.116383,0.0447521,0.000119351,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.123585,0.0471196,0.00011504,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.13075,0.0502466,8.76732e-05,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.158217,0.0575459,0.000122516,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.175223,0.0655563,0.000363154,2.4984,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.178852,0.067936,0.000762124,2.4982,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.185332,0.0709326,0.000128191,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.192343,0.0736923,0.000116762,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.199503,0.0754159,0.000412415,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.207559,0.0784872,0.000128593,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.213024,0.0809129,0.00012797,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.220668,0.0834892,0.000115285,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.227445,0.0862017,0.000122841,2.4993,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.234047,0.0886891,0.000113679,2.4993,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.241404,0.091352,0.000122387,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.248704,0.09389,0.000120149,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.256072,0.0965084,0.000115215,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.263069,0.0991045,0.000118101,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.270089,0.101695,0.00011842,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.276049,0.104301,0.000119112,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.28374,0.106913,0.000119096,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.289723,0.109511,0.000121278,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.297786,0.11211,0.000119597,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.304083,0.114706,0.0001192,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.311781,0.1173,0.000118484,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.318073,0.1199,0.000118307,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.325417,0.122512,0.000118243,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.33242,0.125098,0.000118607,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.340835,0.127717,0.000120076,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.346085,0.130307,0.000120451,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.354819,0.132901,0.000117666,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.36043,0.135508,0.000121064,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.367104,0.138105,0.000116963,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.374468,0.14074,0.00012109,2.4990,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.382521,0.143353,0.000119993,2.4984,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.38809,0.145935,0.000113959,2.4991,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.395069,0.148514,0.000118326,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.402069,0.151104,0.000117276,2.4993,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.40941,0.153701,0.000118009,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.416406,0.156283,0.000118189,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.423409,0.158885,0.000119116,2.5007,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.430058,0.161453,0.000119522,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.437773,0.16408,0.000122488,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.444095,0.166666,0.000120988,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.46509,0.17187,0.000120064,2.4992,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.467174,0.174473,0.000118391,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.472056,0.177054,0.000120434,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.479394,0.179627,0.00011878,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.486044,0.182232,0.000123235,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.494079,0.184787,0.000117392,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.499654,0.187408,0.000118758,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.507337,0.189963,0.000119874,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.513616,0.19254,0.000121065,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.521641,0.19513,0.000121673,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.527222,0.197725,0.00012097,2.5007,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.534562,0.200309,0.000117454,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.541931,0.202897,0.000122771,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.549982,0.205504,0.00012137,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.556262,0.208044,0.000121521,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.562928,0.210642,0.000119819,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.570304,0.213201,0.000117214,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.576969,0.215806,0.000119466,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.584683,0.218399,0.000119156,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.590623,0.220947,0.000119613,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.599012,0.223529,0.000118759,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.604942,0.226091,0.000115266,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.611602,0.22868,0.000119376,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.618969,0.231228,0.000119749,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.627005,0.233809,0.000117156,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.632595,0.236393,0.00011758,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.639586,0.238961,0.000117291,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.646554,0.241562,0.000120587,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.653181,0.244115,0.000119041,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.660515,0.246676,0.000119843,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.667508,0.249236,0.000114669,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.674866,0.251815,0.000118466,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.682585,0.254395,0.000122504,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.689235,0.256934,0.000120581,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.696581,0.259502,0.000115468,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.703939,0.262043,0.000115748,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.710944,0.264592,0.000120737,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.717593,0.267156,0.000120645,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.723877,0.269729,0.000117073,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.731222,0.272249,0.000120474,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.738222,0.2748,0.000114511,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.74627,0.277352,0.000117334,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.751836,0.279867,0.000113609,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.759521,0.282385,0.000122005,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.76652,0.284973,0.000118289,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.772474,0.287471,0.000120209,2.5014,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.780186,0.290042,0.000117369,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.786134,0.292595,0.0001223,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.79452,0.295131,0.000122419,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.800456,0.297711,0.000120763,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.807115,0.300246,0.000119954,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.814123,0.302816,0.000118975,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.821462,0.305307,0.000122157,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.828117,0.307858,0.00011632,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.836869,0.310369,0.000119865,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.842816,0.312862,0.000117602,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.850183,0.31544,0.000115476,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.856828,0.317938,0.000116267,2.5007,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.863114,0.320432,0.000119622,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.870792,0.322968,0.000115093,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.877445,0.325494,0.000118058,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.884077,0.328028,0.000111932,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.891078,0.330524,0.000113773,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.899148,0.333052,0.00012056,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.906159,0.335556,0.00011243,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.91313,0.338044,0.000119579,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.920105,0.340579,0.000121648,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.926739,0.343104,0.000117422,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.933387,0.345637,0.000125147,2.4990,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.941081,0.348154,0.000120934,2.4986,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.947052,0.350629,0.000120718,2.4990,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.954069,0.353176,0.000119258,2.4989,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.961403,0.355655,0.000115993,2.4993,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.968375,0.358098,0.000112299,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.975032,0.360579,0.000118155,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.982759,0.363076,0.000111546,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.989404,0.365518,0.000122527,2.5012,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
0.997397,0.36801,0.00011657,2.5012,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.00439,0.370503,0.000119425,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.01034,0.373043,0.000118822,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.01733,0.375465,0.000113876,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.02501,0.377946,0.000118984,2.5012,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.03098,0.380401,0.000110756,2.5014,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.03939,0.382934,0.00011751,2.5015,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.04601,0.385381,0.000117708,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.053,0.387904,0.000117703,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.05966,0.390415,0.000120353,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.06596,0.392878,0.000111815,2.4998,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.07364,0.395366,0.000119384,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.08028,0.397802,0.000120104,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.088,0.40025,0.000113748,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.09395,0.40273,0.000117563,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.10093,0.405139,0.000124106,2.5014,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.10793,0.407652,0.000119688,2.5015,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.11598,0.410083,0.0001173,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.12192,0.412605,0.000115836,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.12926,0.415064,0.000119625,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.13665,0.41756,0.000123577,2.4997,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.14366,0.420027,0.000115365,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.15136,0.422487,0.00012144,2.4990,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.15871,0.424871,0.000110283,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.16465,0.427263,0.00011884,2.5015,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.17094,0.429689,0.000119848,2.5016,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.17794,0.432172,0.00011714,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.18494,0.434637,0.00012039,2.5007,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.19298,0.437107,0.000121251,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.19928,0.43957,0.000114659,2.4995,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.20732,0.442051,0.000117982,2.4991,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.21396,0.444448,0.000120268,2.4993,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.21991,0.44686,0.000120108,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.22833,0.44936,0.000108952,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.2364,0.451739,0.000116234,2.4994,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.24196,0.454139,0.00010625,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.24824,0.456529,0.000120117,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.25664,0.458946,0.000117814,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.2619,0.461332,0.00012003,2.5011,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.26892,0.463798,0.000121457,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.27664,0.466205,0.000115655,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.28399,0.468639,0.000117861,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.29029,0.471057,0.000117959,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.29694,0.473507,0.000117432,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.30499,0.475925,0.000123812,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.31197,0.478263,0.000112903,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.31756,0.480707,0.00012051,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.32486,0.483049,0.000125222,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.33253,0.485465,0.000118325,2.5017,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.33882,0.48783,0.000119592,2.5015,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.3458,0.490214,0.000124246,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.35279,0.492674,0.000120832,2.5013,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.3598,0.495139,0.000114171,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.36679,0.497526,0.00011683,2.4996,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.37451,0.499903,0.000113861,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.38046,0.502229,0.000118059,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.38886,0.504653,0.000111776,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.39622,0.507027,0.000115963,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.40252,0.509417,0.00011607,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.40847,0.511846,0.000117428,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.41581,0.514203,0.000125556,2.5001,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.42313,0.516584,0.00011486,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.42977,0.518932,0.00011212,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.43645,0.521287,0.000118723,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.44416,0.523664,0.00012096,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.4508,0.526027,0.000116569,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.4578,0.528415,0.000117782,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.46445,0.530713,0.000118231,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.4714,0.53308,0.000110605,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.47871,0.535383,0.000116355,2.5009,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.48639,0.537838,0.000118512,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.49233,0.540155,0.000123794,2.5004,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.50002,0.542512,0.000112826,2.5005,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.50668,0.544759,0.00012057,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.51438,0.547161,0.000118541,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.52067,0.549581,0.000121532,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.52801,0.55188,0.000121138,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.5343,0.554241,0.000121253,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.54236,0.556598,0.000126229,2.5000,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.5483,0.558952,0.000119032,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.55496,0.561284,0.000117513,2.5003,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.56196,0.563663,0.000126697,2.4999,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.57001,0.565882,0.00012299,2.5007,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.57667,0.568266,0.000119312,2.5008,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.58369,0.570556,0.00010743,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.59101,0.572867,0.000121157,2.5010,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.59729,0.575162,0.000127825,2.5006,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
1.6043,0.577569,0.00011296,2.5002,Moment (emu),4.81,YZGO_BparaC_4.81MG_2.5K_06242026.DAT
