B_T,M_muB_per_Yb,M_err_muB_per_Yb,T_sample_K,moment_column,mass_mg,source_file
3.57601,0.793082,0.000137783,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.58441,0.794401,0.000164496,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.59,0.795817,0.000159292,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.59804,0.796905,0.000176247,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.604,0.798468,0.000185089,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.61242,0.799396,0.000136759,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.61871,0.800442,0.000135205,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.62673,0.801764,0.0001475,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.63373,0.803713,0.000201047,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.63969,0.804464,0.000174261,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.64673,0.80584,0.000194115,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.65305,0.807134,0.000145433,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.66004,0.808571,0.000204976,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.66739,0.80973,0.000151846,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.67546,0.81107,0.000143836,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.68107,0.812549,0.000148466,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.68949,0.813721,0.000155847,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.69511,0.814845,0.000156259,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.70212,0.816408,0.00018058,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.70983,0.817362,0.000192442,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.71615,0.818991,0.000167343,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.72388,0.820341,0.000222961,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.73019,0.821509,0.000170077,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.73721,0.822837,0.000162899,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.74563,0.824365,0.000148373,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.75229,0.825702,0.000175164,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.75823,0.8265,0.000166605,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.76591,0.828352,0.000185152,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.77257,0.829491,0.000189418,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.78064,0.830557,0.000190268,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.78697,0.831893,0.000230052,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.79466,0.833084,0.000187059,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.80096,0.834199,0.000168221,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.8087,0.835646,0.000154329,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.81503,0.83686,0.000219111,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.82133,0.837985,0.000155933,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.82868,0.839196,0.000131307,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.83604,0.840192,0.000144055,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.84305,0.841882,0.000151301,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.84971,0.843076,0.00016912,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.85673,0.844467,0.000173022,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.86373,0.845676,0.000160537,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.87144,0.846909,0.000177926,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.87775,0.847874,0.000163452,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.88441,0.849617,0.000185101,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.89177,0.850475,0.000139632,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.89846,0.851598,0.00015164,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.90617,0.853004,0.000163966,2.5006,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.91249,0.854737,0.00023812,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.92021,0.856047,0.000162019,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.92617,0.857136,0.000194188,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.93422,0.858273,0.000192047,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.94053,0.86003,0.000190751,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.94857,0.860905,0.000161657,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.9545,0.862151,0.000168675,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.96291,0.863392,0.000176334,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.96858,0.86473,0.000200056,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.97567,0.866074,0.000157875,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.98234,0.867073,0.000173313,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.99041,0.868238,0.000172349,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
3.99707,0.869514,0.000155849,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.00372,0.871235,0.000203732,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.01037,0.871934,0.000179231,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.01738,0.873107,0.000129498,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.02475,0.874497,0.000184727,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.03176,0.876038,0.00018737,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.03947,0.877357,0.000205036,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.04577,0.878592,0.000192573,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.05314,0.879323,0.000162943,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.05978,0.880661,0.000192,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.06748,0.882087,0.000255597,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.0738,0.883979,0.0002068,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.08117,0.88452,0.000160732,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.08818,0.885739,0.000194262,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.09447,0.887305,0.000213968,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.10148,0.888149,0.00021363,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.10955,0.889761,0.000229722,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.11656,0.890874,0.000166185,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.12287,0.892118,0.000191484,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.13024,0.893463,0.000190021,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.1369,0.894576,0.000234166,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.14391,0.895929,0.000174496,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.15231,0.896954,0.000221435,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.15827,0.898105,0.000172526,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.16494,0.899421,0.000155492,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.17265,0.900461,0.00018819,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.17896,0.901981,0.000166733,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.18669,0.903463,0.000226967,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.19337,0.904413,0.000193603,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.20074,0.905726,0.000171061,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.20705,0.907106,0.000189622,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.21406,0.908121,0.000187378,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.22071,0.909363,0.000182121,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.22771,0.910602,0.000249638,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.23544,0.911608,0.00020801,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.24244,0.912992,0.000196152,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.24947,0.91416,0.000170331,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.25613,0.915085,0.000188099,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.26349,0.916548,0.000195501,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.26979,0.917894,0.000163929,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.27715,0.919172,0.000219329,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.28523,0.920163,0.000179249,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.29188,0.921515,0.000199743,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.29782,0.922683,0.00020747,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.3048,0.923845,0.000209003,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.31216,0.924975,0.000195638,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.31988,0.926332,0.000155879,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.32583,0.927361,0.000198856,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.33249,0.929,0.00020968,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.33985,0.930279,0.000238437,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.34757,0.931073,0.000167266,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.35387,0.932204,0.0001647,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.36158,0.933406,0.000182822,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.36754,0.93509,0.00020519,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.3749,0.935618,0.00023082,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.38157,0.937133,0.000217424,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.38997,0.938312,0.000208663,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.39591,0.939691,0.000201021,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.4033,0.941447,0.000237868,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.41138,0.942373,0.000228808,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.41908,0.942902,0.000204699,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.42467,0.94457,0.00021492,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.43097,0.945969,0.000189095,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.43867,0.946994,0.00017597,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.445,0.948033,0.000184264,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.45372,0.949185,0.000195862,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.4593,0.950234,0.00015957,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.46598,0.951589,0.000255784,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.47336,0.953055,0.000238844,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.48072,0.954199,0.000210327,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.48739,0.955259,0.000193932,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.49475,0.956233,0.000136253,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.50176,0.957578,0.000197869,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.50771,0.95883,0.000192585,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.51577,0.960075,0.000167715,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.52279,0.961448,0.000186494,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.5305,0.962133,0.000166453,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.53577,0.96301,0.000124092,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.54278,0.964757,0.000201798,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.55011,0.965844,0.000222089,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.55817,0.967201,0.00019809,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.56414,0.968486,0.00023829,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.57184,0.969327,0.000216705,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.57814,0.970863,0.000285827,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.58515,0.972116,0.000207304,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.59217,0.973478,0.000199951,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.59884,0.974245,0.000206711,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.60689,0.975269,0.000197681,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.61284,0.976285,0.000178444,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.62058,0.977656,0.000170823,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.62691,0.978751,0.000293635,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.63498,0.979717,0.000248958,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.64129,0.981597,0.000200615,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.64863,0.982414,0.000206926,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.65494,0.98353,0.000218134,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.6623,0.984749,0.0002315,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.66896,0.986351,0.000249088,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.67564,0.987048,0.000198103,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.68301,0.988337,0.000211494,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.69036,0.989884,0.000200754,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.69704,0.990715,0.000183026,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.70476,0.991786,0.000185836,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.71106,0.992744,0.000182303,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.71841,0.994623,0.000192763,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.72507,0.995291,0.000213326,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.73314,0.996864,0.000272764,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.7391,0.997455,0.000173128,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.7475,0.998836,0.00023686,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.75412,1.0001,0.000207573,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.76081,1.00154,0.000277798,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.76784,1.00225,0.000189703,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.77416,1.00341,0.000188783,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.78187,1.00475,0.000230664,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.78781,1.00588,0.000220842,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.7948,1.0069,0.000175712,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.80213,1.00802,0.000220543,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.80983,1.0092,0.000254751,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.81615,1.01067,0.000210394,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.82424,1.01181,0.000191698,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.83019,1.01288,0.00025565,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.83858,1.01398,0.000217918,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.84489,1.01518,0.000247618,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.8519,1.01604,0.000210992,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.85892,1.01724,0.000198626,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.86595,1.01859,0.000197267,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.87296,1.01955,0.000189104,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.87927,1.02106,0.000211542,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.88696,1.02227,0.00023461,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.89363,1.02336,0.000254546,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.9003,1.02413,0.000185571,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.90801,1.02545,0.000190002,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.91398,1.02615,0.000208939,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.92204,1.02715,0.00019078,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.92974,1.02937,0.000235236,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.9357,1.02968,0.000174,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.94201,1.03126,0.000234856,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.94973,1.03223,0.000219133,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.95637,1.03338,0.000188976,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.96442,1.03467,0.000191987,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.98441,1.03659,0.000241951,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.98652,1.03809,0.00022477,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.99107,1.03966,0.000242979,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
4.99843,1.04053,0.000243808,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.00545,1.04116,0.000218147,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.01316,1.04257,0.000202966,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.02086,1.04338,0.00024319,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.02717,1.0446,0.000229917,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.03348,1.0459,0.00025037,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.04084,1.04691,0.000213595,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.04784,1.04808,0.000239113,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.05523,1.04931,0.000260575,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.06154,1.05077,0.000288221,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.06926,1.0517,0.000225211,2.5005,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.07591,1.05309,0.000250428,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.08433,1.054,0.000225565,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.0903,1.0551,0.000271256,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.09661,1.05582,0.000203676,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.10432,1.05749,0.000239044,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.11136,1.05849,0.000211546,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.11802,1.05921,0.000294443,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.12465,1.06016,0.000231997,2.4999,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.13199,1.06153,0.000242735,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.13797,1.06235,0.000201839,2.5000,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.14535,1.06381,0.000281246,2.5001,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.1527,1.06456,0.000225346,2.5002,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.15971,1.06584,0.000255334,2.5003,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.16673,1.06658,0.000219439,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
5.17409,1.06769,0.000263717,2.5004,Moment (emu),7.70,YZGO_BperpC_7.7MG_2.5K_06242026.DAT
