# Intensity Error [H,-0.5H,0] DeltaE [0,K,0] [0,0,L]
#  shape: 134x58x1x1
4.152310e-04 1.038099e-04 -3.180000e-01 2.425000e+00 5.000000e-01 0.000000e+00
4.770084e-04 1.124376e-04 -3.180000e-01 2.475000e+00 5.000000e-01 0.000000e+00
7.215710e-04 1.415173e-04 -3.180000e-01 2.525000e+00 5.000000e-01 0.000000e+00
2.868931e-04 9.072819e-05 -3.180000e-01 2.575000e+00 5.000000e-01 0.000000e+00
6.087408e-04 1.297871e-04 -3.180000e-01 2.625000e+00 5.000000e-01 0.000000e+00
3.752579e-04 1.002943e-04 -3.180000e-01 2.675000e+00 5.000000e-01 0.000000e+00
4.626947e-04 1.090696e-04 -3.180000e-01 2.725000e+00 5.000000e-01 0.000000e+00
5.429612e-04 1.157671e-04 -3.180000e-01 2.775000e+00 5.000000e-01 0.000000e+00
9.765961e-04 1.507055e-04 -3.180000e-01 2.825000e+00 5.000000e-01 0.000000e+00
1.063861e-03 1.535728e-04 -3.180000e-01 2.875000e+00 5.000000e-01 0.000000e+00
4.851025e-01 4.404938e-03 -3.080000e-01 2.500000e-02 5.000000e-01 0.000000e+00
8.633883e-02 1.854288e-03 -3.080000e-01 7.500000e-02 5.000000e-01 0.000000e+00
1.006915e-02 6.393933e-04 -3.080000e-01 1.250000e-01 5.000000e-01 0.000000e+00
9.194418e-03 6.062633e-04 -3.080000e-01 1.750000e-01 5.000000e-01 0.000000e+00
8.013983e-03 5.666756e-04 -3.080000e-01 2.250000e-01 5.000000e-01 0.000000e+00
9.471674e-03 6.165549e-04 -3.080000e-01 2.750000e-01 5.000000e-01 0.000000e+00
7.683697e-03 5.516589e-04 -3.080000e-01 3.250000e-01 5.000000e-01 0.000000e+00
8.248188e-03 5.691809e-04 -3.080000e-01 3.750000e-01 5.000000e-01 0.000000e+00
6.980155e-03 5.174049e-04 -3.080000e-01 4.250000e-01 5.000000e-01 0.000000e+00
8.048158e-03 5.527513e-04 -3.080000e-01 4.750000e-01 5.000000e-01 0.000000e+00
7.107215e-03 5.156133e-04 -3.080000e-01 5.250000e-01 5.000000e-01 0.000000e+00
5.457335e-03 4.516537e-04 -3.080000e-01 5.750000e-01 5.000000e-01 0.000000e+00
6.954842e-03 5.099555e-04 -3.080000e-01 6.250000e-01 5.000000e-01 0.000000e+00
6.053279e-03 4.755923e-04 -3.080000e-01 6.750000e-01 5.000000e-01 0.000000e+00
6.538651e-03 4.900948e-04 -3.080000e-01 7.250000e-01 5.000000e-01 0.000000e+00
5.003267e-03 4.259082e-04 -3.080000e-01 7.750000e-01 5.000000e-01 0.000000e+00
5.950917e-03 4.618824e-04 -3.080000e-01 8.250000e-01 5.000000e-01 0.000000e+00
3.877877e-03 3.731503e-04 -3.080000e-01 8.750000e-01 5.000000e-01 0.000000e+00
4.606193e-03 4.039915e-04 -3.080000e-01 9.250000e-01 5.000000e-01 0.000000e+00
4.433886e-03 3.950037e-04 -3.080000e-01 9.750000e-01 5.000000e-01 0.000000e+00
3.488842e-03 3.454484e-04 -3.080000e-01 1.025000e+00 5.000000e-01 0.000000e+00
2.637455e-03 2.948778e-04 -3.080000e-01 1.075000e+00 5.000000e-01 0.000000e+00
2.512726e-03 2.845115e-04 -3.080000e-01 1.125000e+00 5.000000e-01 0.000000e+00
2.744593e-03 2.994611e-04 -3.080000e-01 1.175000e+00 5.000000e-01 0.000000e+00
1.928187e-03 2.531848e-04 -3.080000e-01 1.225000e+00 5.000000e-01 0.000000e+00
1.270412e-03 2.060893e-04 -3.080000e-01 1.275000e+00 5.000000e-01 0.000000e+00
9.971103e-04 1.820478e-04 -3.080000e-01 1.325000e+00 5.000000e-01 0.000000e+00
1.313855e-03 2.077405e-04 -3.080000e-01 1.375000e+00 5.000000e-01 0.000000e+00
1.299369e-03 2.054498e-04 -3.080000e-01 1.425000e+00 5.000000e-01 0.000000e+00
1.290001e-03 2.039682e-04 -3.080000e-01 1.475000e+00 5.000000e-01 0.000000e+00
7.735380e-04 1.578995e-04 -3.080000e-01 1.525000e+00 5.000000e-01 0.000000e+00
5.076272e-04 1.269080e-04 -3.080000e-01 1.575000e+00 5.000000e-01 0.000000e+00
3.738416e-04 1.079192e-04 -3.080000e-01 1.625000e+00 5.000000e-01 0.000000e+00
5.552856e-04 1.308833e-04 -3.080000e-01 1.675000e+00 5.000000e-01 0.000000e+00
7.938442e-04 1.556875e-04 -3.080000e-01 1.725000e+00 5.000000e-01 0.000000e+00
7.199151e-04 1.469538e-04 -3.080000e-01 1.775000e+00 5.000000e-01 0.000000e+00
5.343850e-04 1.259563e-04 -3.080000e-01 1.825000e+00 5.000000e-01 0.000000e+00
5.261121e-04 1.240074e-04 -3.080000e-01 1.875000e+00 5.000000e-01 0.000000e+00
4.587253e-04 1.146828e-04 -3.080000e-01 1.925000e+00 5.000000e-01 0.000000e+00
3.953090e-04 1.056518e-04 -3.080000e-01 1.975000e+00 5.000000e-01 0.000000e+00
5.516315e-04 1.233496e-04 -3.080000e-01 2.025000e+00 5.000000e-01 0.000000e+00
6.543591e-04 1.335716e-04 -3.080000e-01 2.075000e+00 5.000000e-01 0.000000e+00
3.225575e-04 9.311664e-05 -3.080000e-01 2.125000e+00 5.000000e-01 0.000000e+00
4.785147e-04 1.127891e-04 -3.080000e-01 2.175000e+00 5.000000e-01 0.000000e+00
2.675462e-04 8.460727e-05 -3.080000e-01 2.225000e+00 5.000000e-01 0.000000e+00
4.714896e-04 1.111337e-04 -3.080000e-01 2.275000e+00 5.000000e-01 0.000000e+00
5.756705e-04 1.227355e-04 -3.080000e-01 2.325000e+00 5.000000e-01 0.000000e+00
6.247128e-04 1.275213e-04 -3.080000e-01 2.375000e+00 5.000000e-01 0.000000e+00
4.631263e-04 1.091632e-04 -3.080000e-01 2.425000e+00 5.000000e-01 0.000000e+00
2.088070e-04 7.382755e-05 -3.080000e-01 2.475000e+00 5.000000e-01 0.000000e+00
3.217627e-04 9.288784e-05 -3.080000e-01 2.525000e+00 5.000000e-01 0.000000e+00
4.908447e-04 1.156983e-04 -3.080000e-01 2.575000e+00 5.000000e-01 0.000000e+00
6.575887e-04 1.342378e-04 -3.080000e-01 2.625000e+00 5.000000e-01 0.000000e+00
6.429240e-04 1.312444e-04 -3.080000e-01 2.675000e+00 5.000000e-01 0.000000e+00
6.111553e-04 1.247578e-04 -3.080000e-01 2.725000e+00 5.000000e-01 0.000000e+00
6.364542e-04 1.248278e-04 -3.080000e-01 2.775000e+00 5.000000e-01 0.000000e+00
9.325659e-04 1.474695e-04 -3.080000e-01 2.825000e+00 5.000000e-01 0.000000e+00
1.012816e-03 1.493550e-04 -3.080000e-01 2.875000e+00 5.000000e-01 0.000000e+00
4.799954e-01 4.371922e-03 -2.980000e-01 2.500000e-02 5.000000e-01 0.000000e+00
8.833694e-02 1.864797e-03 -2.980000e-01 7.500000e-02 5.000000e-01 0.000000e+00
1.072994e-02 6.505996e-04 -2.980000e-01 1.250000e-01 5.000000e-01 0.000000e+00
8.386375e-03 5.787163e-04 -2.980000e-01 1.750000e-01 5.000000e-01 0.000000e+00
1.057813e-02 6.485881e-04 -2.980000e-01 2.250000e-01 5.000000e-01 0.000000e+00
8.909941e-03 5.953221e-04 -2.980000e-01 2.750000e-01 5.000000e-01 0.000000e+00
9.005321e-03 5.963937e-04 -2.980000e-01 3.250000e-01 5.000000e-01 0.000000e+00
9.066417e-03 5.926920e-04 -2.980000e-01 3.750000e-01 5.000000e-01 0.000000e+00
8.770869e-03 5.758373e-04 -2.980000e-01 4.250000e-01 5.000000e-01 0.000000e+00
7.138047e-03 5.178499e-04 -2.980000e-01 4.750000e-01 5.000000e-01 0.000000e+00
8.869145e-03 5.749030e-04 -2.980000e-01 5.250000e-01 5.000000e-01 0.000000e+00
6.250608e-03 4.822464e-04 -2.980000e-01 5.750000e-01 5.000000e-01 0.000000e+00
6.277095e-03 4.842898e-04 -2.980000e-01 6.250000e-01 5.000000e-01 0.000000e+00
6.799979e-03 5.013027e-04 -2.980000e-01 6.750000e-01 5.000000e-01 0.000000e+00
5.736169e-03 4.592627e-04 -2.980000e-01 7.250000e-01 5.000000e-01 0.000000e+00
6.165130e-03 4.728457e-04 -2.980000e-01 7.750000e-01 5.000000e-01 0.000000e+00
4.787295e-03 4.135609e-04 -2.980000e-01 8.250000e-01 5.000000e-01 0.000000e+00
5.954361e-03 4.593910e-04 -2.980000e-01 8.750000e-01 5.000000e-01 0.000000e+00
4.400281e-03 3.951587e-04 -2.980000e-01 9.250000e-01 5.000000e-01 0.000000e+00
3.819759e-03 3.675582e-04 -2.980000e-01 9.750000e-01 5.000000e-01 0.000000e+00
3.756014e-03 3.614241e-04 -2.980000e-01 1.025000e+00 5.000000e-01 0.000000e+00
2.870976e-03 3.132506e-04 -2.980000e-01 1.075000e+00 5.000000e-01 0.000000e+00
3.164557e-03 3.229830e-04 -2.980000e-01 1.125000e+00 5.000000e-01 0.000000e+00
2.939914e-03 3.065088e-04 -2.980000e-01 1.175000e+00 5.000000e-01 0.000000e+00
2.071176e-03 2.588990e-04 -2.980000e-01 1.225000e+00 5.000000e-01 0.000000e+00
1.572788e-03 2.270137e-04 -2.980000e-01 1.275000e+00 5.000000e-01 0.000000e+00
1.899703e-03 2.494448e-04 -2.980000e-01 1.325000e+00 5.000000e-01 0.000000e+00
2.205215e-03 2.674232e-04 -2.980000e-01 1.375000e+00 5.000000e-01 0.000000e+00
1.294351e-03 2.046559e-04 -2.980000e-01 1.425000e+00 5.000000e-01 0.000000e+00
1.094425e-03 1.876938e-04 -2.980000e-01 1.475000e+00 5.000000e-01 0.000000e+00
6.403052e-04 1.431773e-04 -2.980000e-01 1.525000e+00 5.000000e-01 0.000000e+00
8.148691e-04 1.598105e-04 -2.980000e-01 1.575000e+00 5.000000e-01 0.000000e+00
1.179966e-03 1.914177e-04 -2.980000e-01 1.625000e+00 5.000000e-01 0.000000e+00
5.555802e-04 1.309527e-04 -2.980000e-01 1.675000e+00 5.000000e-01 0.000000e+00
8.468967e-04 1.600501e-04 -2.980000e-01 1.725000e+00 5.000000e-01 0.000000e+00
8.373177e-04 1.582399e-04 -2.980000e-01 1.775000e+00 5.000000e-01 0.000000e+00
2.362112e-04 8.351466e-05 -2.980000e-01 1.825000e+00 5.000000e-01 0.000000e+00
6.379389e-04 1.360103e-04 -2.980000e-01 1.875000e+00 5.000000e-01 0.000000e+00
4.006039e-04 1.070674e-04 -2.980000e-01 1.925000e+00 5.000000e-01 0.000000e+00
4.509039e-04 1.127267e-04 -2.980000e-01 1.975000e+00 5.000000e-01 0.000000e+00
3.857753e-04 1.031035e-04 -2.980000e-01 2.025000e+00 5.000000e-01 0.000000e+00
2.733236e-04 8.643301e-05 -2.980000e-01 2.075000e+00 5.000000e-01 0.000000e+00
2.162491e-04 7.645623e-05 -2.980000e-01 2.125000e+00 5.000000e-01 0.000000e+00
2.688438e-04 8.501780e-05 -2.980000e-01 2.175000e+00 5.000000e-01 0.000000e+00
4.782175e-04 1.127192e-04 -2.980000e-01 2.225000e+00 5.000000e-01 0.000000e+00
2.658344e-04 8.406550e-05 -2.980000e-01 2.275000e+00 5.000000e-01 0.000000e+00
3.147291e-04 9.085719e-05 -2.980000e-01 2.325000e+00 5.000000e-01 0.000000e+00
1.053834e-04 5.269279e-05 -2.980000e-01 2.375000e+00 5.000000e-01 0.000000e+00
4.158452e-04 1.039635e-04 -2.980000e-01 2.425000e+00 5.000000e-01 0.000000e+00
5.680792e-04 1.211192e-04 -2.980000e-01 2.475000e+00 5.000000e-01 0.000000e+00
4.646141e-04 1.095141e-04 -2.980000e-01 2.525000e+00 5.000000e-01 0.000000e+00
3.106628e-04 8.968379e-05 -2.980000e-01 2.575000e+00 5.000000e-01 0.000000e+00
4.731008e-04 1.115177e-04 -2.980000e-01 2.625000e+00 5.000000e-01 0.000000e+00
7.401557e-04 1.398826e-04 -2.980000e-01 2.675000e+00 5.000000e-01 0.000000e+00
6.583166e-04 1.291172e-04 -2.980000e-01 2.725000e+00 5.000000e-01 0.000000e+00
6.360387e-04 1.247444e-04 -2.980000e-01 2.775000e+00 5.000000e-01 0.000000e+00
7.843499e-04 1.345317e-04 -2.980000e-01 2.825000e+00 5.000000e-01 0.000000e+00
9.122756e-04 1.407841e-04 -2.980000e-01 2.875000e+00 5.000000e-01 0.000000e+00
4.749153e-01 4.336457e-03 -2.880000e-01 2.500000e-02 5.000000e-01 0.000000e+00
8.807992e-02 1.865199e-03 -2.880000e-01 7.500000e-02 5.000000e-01 0.000000e+00
1.213870e-02 6.894333e-04 -2.880000e-01 1.250000e-01 5.000000e-01 0.000000e+00
1.032869e-02 6.356884e-04 -2.880000e-01 1.750000e-01 5.000000e-01 0.000000e+00
9.337999e-03 6.052941e-04 -2.880000e-01 2.250000e-01 5.000000e-01 0.000000e+00
8.880370e-03 5.907151e-04 -2.880000e-01 2.750000e-01 5.000000e-01 0.000000e+00
8.585855e-03 5.788598e-04 -2.880000e-01 3.250000e-01 5.000000e-01 0.000000e+00
6.419661e-03 4.982637e-04 -2.880000e-01 3.750000e-01 5.000000e-01 0.000000e+00
6.271589e-03 4.838649e-04 -2.880000e-01 4.250000e-01 5.000000e-01 0.000000e+00
8.291044e-03 5.564601e-04 -2.880000e-01 4.750000e-01 5.000000e-01 0.000000e+00
7.392620e-03 5.253725e-04 -2.880000e-01 5.250000e-01 5.000000e-01 0.000000e+00
6.048840e-03 4.723367e-04 -2.880000e-01 5.750000e-01 5.000000e-01 0.000000e+00
6.498098e-03 4.898142e-04 -2.880000e-01 6.250000e-01 5.000000e-01 0.000000e+00
5.014734e-03 4.300115e-04 -2.880000e-01 6.750000e-01 5.000000e-01 0.000000e+00
5.136489e-03 4.341139e-04 -2.880000e-01 7.250000e-01 5.000000e-01 0.000000e+00
5.859163e-03 4.603410e-04 -2.880000e-01 7.750000e-01 5.000000e-01 0.000000e+00
5.317185e-03 4.341481e-04 -2.880000e-01 8.250000e-01 5.000000e-01 0.000000e+00
5.790464e-03 4.521613e-04 -2.880000e-01 8.750000e-01 5.000000e-01 0.000000e+00
4.638255e-03 4.037105e-04 -2.880000e-01 9.250000e-01 5.000000e-01 0.000000e+00
4.125053e-03 3.797439e-04 -2.880000e-01 9.750000e-01 5.000000e-01 0.000000e+00
3.407487e-03 3.442096e-04 -2.880000e-01 1.025000e+00 5.000000e-01 0.000000e+00
3.662983e-03 3.557819e-04 -2.880000e-01 1.075000e+00 5.000000e-01 0.000000e+00
2.675384e-03 3.029290e-04 -2.880000e-01 1.125000e+00 5.000000e-01 0.000000e+00
2.207940e-03 2.717799e-04 -2.880000e-01 1.175000e+00 5.000000e-01 0.000000e+00
1.799613e-03 2.404848e-04 -2.880000e-01 1.225000e+00 5.000000e-01 0.000000e+00
1.829913e-03 2.402812e-04 -2.880000e-01 1.275000e+00 5.000000e-01 0.000000e+00
1.336695e-03 2.062582e-04 -2.880000e-01 1.325000e+00 5.000000e-01 0.000000e+00
1.473515e-03 2.172592e-04 -2.880000e-01 1.375000e+00 5.000000e-01 0.000000e+00
1.024959e-03 1.811900e-04 -2.880000e-01 1.425000e+00 5.000000e-01 0.000000e+00
8.308443e-04 1.629428e-04 -2.880000e-01 1.475000e+00 5.000000e-01 0.000000e+00
6.894189e-04 1.469854e-04 -2.880000e-01 1.525000e+00 5.000000e-01 0.000000e+00
1.443833e-03 2.128837e-04 -2.880000e-01 1.575000e+00 5.000000e-01 0.000000e+00
1.238269e-03 1.957891e-04 -2.880000e-01 1.625000e+00 5.000000e-01 0.000000e+00
7.957309e-04 1.560569e-04 -2.880000e-01 1.675000e+00 5.000000e-01 0.000000e+00
1.266721e-03 1.954621e-04 -2.880000e-01 1.725000e+00 5.000000e-01 0.000000e+00
7.730472e-04 1.516089e-04 -2.880000e-01 1.775000e+00 5.000000e-01 0.000000e+00
3.519876e-04 1.016119e-04 -2.880000e-01 1.825000e+00 5.000000e-01 0.000000e+00
2.899912e-04 9.170341e-05 -2.880000e-01 1.875000e+00 5.000000e-01 0.000000e+00
3.998166e-04 1.068567e-04 -2.880000e-01 1.925000e+00 5.000000e-01 0.000000e+00
2.813079e-04 8.895864e-05 -2.880000e-01 1.975000e+00 5.000000e-01 0.000000e+00
9.916236e-04 1.652746e-04 -2.880000e-01 2.025000e+00 5.000000e-01 0.000000e+00
3.288307e-04 9.492611e-05 -2.880000e-01 2.075000e+00 5.000000e-01 0.000000e+00
5.420658e-04 1.212115e-04 -2.880000e-01 2.125000e+00 5.000000e-01 0.000000e+00
3.791629e-04 1.013375e-04 -2.880000e-01 2.175000e+00 5.000000e-01 0.000000e+00
5.361074e-04 1.198798e-04 -2.880000e-01 2.225000e+00 5.000000e-01 0.000000e+00
5.916042e-04 1.261326e-04 -2.880000e-01 2.275000e+00 5.000000e-01 0.000000e+00
4.778319e-04 1.126282e-04 -2.880000e-01 2.325000e+00 5.000000e-01 0.000000e+00
3.723146e-04 9.950789e-05 -2.880000e-01 2.375000e+00 5.000000e-01 0.000000e+00
5.822442e-04 1.241376e-04 -2.880000e-01 2.425000e+00 5.000000e-01 0.000000e+00
2.568323e-04 8.122016e-05 -2.880000e-01 2.475000e+00 5.000000e-01 0.000000e+00
3.522300e-04 9.414067e-05 -2.880000e-01 2.525000e+00 5.000000e-01 0.000000e+00
