# Intensity Error [H,-0.5H,0] DeltaE [0,0,L] [0,K,0]
#  shape: 67x80x1x1
2.340205e-03 2.553378e-04 -3.230000e-01 9.750000e-01 0.000000e+00 5.000000e-01
2.577558e-03 2.687293e-04 -3.230000e-01 1.025000e+00 0.000000e+00 5.000000e-01
2.780548e-03 2.780554e-04 -3.230000e-01 1.075000e+00 0.000000e+00 5.000000e-01
2.254512e-03 2.489696e-04 -3.230000e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.815699e-03 2.761026e-04 -3.230000e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.610991e-03 2.664837e-04 -3.230000e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.830572e-03 2.219899e-04 -3.230000e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.493240e-03 2.571587e-04 -3.230000e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.528266e-03 2.006715e-04 -3.230000e-01 1.375000e+00 0.000000e+00 5.000000e-01
2.720286e-03 2.667467e-04 -3.230000e-01 1.425000e+00 0.000000e+00 5.000000e-01
2.254489e-03 2.431085e-04 -3.230000e-01 1.475000e+00 0.000000e+00 5.000000e-01
1.474162e-03 1.969936e-04 -3.230000e-01 1.525000e+00 0.000000e+00 5.000000e-01
1.202355e-03 1.772781e-04 -3.230000e-01 1.575000e+00 0.000000e+00 5.000000e-01
1.602293e-03 2.034919e-04 -3.230000e-01 1.625000e+00 0.000000e+00 5.000000e-01
1.481443e-03 1.945236e-04 -3.230000e-01 1.675000e+00 0.000000e+00 5.000000e-01
1.831160e-03 2.158049e-04 -3.230000e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.402183e-03 1.873752e-04 -3.230000e-01 1.775000e+00 0.000000e+00 5.000000e-01
1.489286e-03 1.922666e-04 -3.230000e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.381760e-03 1.846459e-04 -3.230000e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.628257e-03 2.004254e-04 -3.230000e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.671345e-03 2.026810e-04 -3.230000e-01 1.975000e+00 0.000000e+00 5.000000e-01
2.095257e-03 2.259382e-04 -3.230000e-01 2.025000e+00 0.000000e+00 5.000000e-01
2.598357e-03 2.500278e-04 -3.230000e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.431576e-03 1.848165e-04 -3.230000e-01 2.125000e+00 0.000000e+00 5.000000e-01
9.367258e-04 1.481098e-04 -3.230000e-01 2.175000e+00 0.000000e+00 5.000000e-01
1.027156e-03 1.548502e-04 -3.230000e-01 2.225000e+00 0.000000e+00 5.000000e-01
8.354095e-04 1.392353e-04 -3.230000e-01 2.275000e+00 0.000000e+00 5.000000e-01
5.063899e-04 1.079632e-04 -3.230000e-01 2.325000e+00 0.000000e+00 5.000000e-01
3.645176e-04 9.112960e-05 -3.230000e-01 2.375000e+00 0.000000e+00 5.000000e-01
7.175607e-04 1.268486e-04 -3.230000e-01 2.425000e+00 0.000000e+00 5.000000e-01
2.649180e-04 7.647576e-05 -3.230000e-01 2.475000e+00 0.000000e+00 5.000000e-01
5.701999e-04 1.118260e-04 -3.230000e-01 2.525000e+00 0.000000e+00 5.000000e-01
4.365895e-04 9.762476e-05 -3.230000e-01 2.575000e+00 0.000000e+00 5.000000e-01
5.197201e-04 1.060882e-04 -3.230000e-01 2.625000e+00 0.000000e+00 5.000000e-01
2.983305e-04 7.973246e-05 -3.230000e-01 2.675000e+00 0.000000e+00 5.000000e-01
3.776980e-04 8.902452e-05 -3.230000e-01 2.725000e+00 0.000000e+00 5.000000e-01
4.146069e-04 9.270944e-05 -3.230000e-01 2.775000e+00 0.000000e+00 5.000000e-01
6.177011e-04 1.127769e-04 -3.230000e-01 2.825000e+00 0.000000e+00 5.000000e-01
2.827291e-04 7.556318e-05 -3.230000e-01 2.875000e+00 0.000000e+00 5.000000e-01
1.989238e-04 6.290602e-05 -3.230000e-01 2.925000e+00 0.000000e+00 5.000000e-01
3.911160e-04 8.745710e-05 -3.230000e-01 2.975000e+00 0.000000e+00 5.000000e-01
3.874225e-04 8.663124e-05 -3.230000e-01 3.025000e+00 0.000000e+00 5.000000e-01
3.802931e-04 8.503677e-05 -3.230000e-01 3.075000e+00 0.000000e+00 5.000000e-01
2.617184e-04 6.994794e-05 -3.230000e-01 3.125000e+00 0.000000e+00 5.000000e-01
6.617723e-04 1.102963e-04 -3.230000e-01 3.175000e+00 0.000000e+00 5.000000e-01
5.064552e-04 9.571200e-05 -3.230000e-01 3.225000e+00 0.000000e+00 5.000000e-01
3.556723e-04 7.953213e-05 -3.230000e-01 3.275000e+00 0.000000e+00 5.000000e-01
2.435324e-04 6.508747e-05 -3.230000e-01 3.325000e+00 0.000000e+00 5.000000e-01
3.407280e-04 7.618994e-05 -3.230000e-01 3.375000e+00 0.000000e+00 5.000000e-01
5.013408e-04 9.153330e-05 -3.230000e-01 3.425000e+00 0.000000e+00 5.000000e-01
2.273096e-04 6.075167e-05 -3.230000e-01 3.475000e+00 0.000000e+00 5.000000e-01
2.222772e-04 5.940642e-05 -3.230000e-01 3.525000e+00 0.000000e+00 5.000000e-01
5.612469e-04 9.354358e-05 -3.230000e-01 3.575000e+00 0.000000e+00 5.000000e-01
3.896280e-04 7.641308e-05 -3.230000e-01 3.625000e+00 0.000000e+00 5.000000e-01
4.016598e-04 7.590878e-05 -3.230000e-01 3.675000e+00 0.000000e+00 5.000000e-01
3.789415e-04 7.161480e-05 -3.230000e-01 3.725000e+00 0.000000e+00 5.000000e-01
6.678040e-04 9.261114e-05 -3.230000e-01 3.775000e+00 0.000000e+00 5.000000e-01
3.563897e-04 6.506966e-05 -3.230000e-01 3.825000e+00 0.000000e+00 5.000000e-01
6.035285e-04 8.213233e-05 -3.230000e-01 3.875000e+00 0.000000e+00 5.000000e-01
4.577725e-04 6.901421e-05 -3.230000e-01 3.925000e+00 0.000000e+00 5.000000e-01
3.172013e-04 5.607647e-05 -3.230000e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.292581e-01 2.717157e-03 -3.030000e-01 2.500000e-02 0.000000e+00 5.000000e-01
2.049588e-01 2.128992e-03 -3.030000e-01 7.500000e-02 0.000000e+00 5.000000e-01
7.140446e-02 1.269026e-03 -3.030000e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.243772e-02 8.554042e-04 -3.030000e-01 1.750000e-01 0.000000e+00 5.000000e-01
1.037224e-02 4.846636e-04 -3.030000e-01 2.250000e-01 0.000000e+00 5.000000e-01
3.883411e-03 3.014116e-04 -3.030000e-01 2.750000e-01 0.000000e+00 5.000000e-01
1.539756e-03 1.895311e-04 -3.030000e-01 3.250000e-01 0.000000e+00 5.000000e-01
1.044682e-03 1.574919e-04 -3.030000e-01 3.750000e-01 0.000000e+00 5.000000e-01
1.297771e-03 1.766045e-04 -3.030000e-01 4.250000e-01 0.000000e+00 5.000000e-01
1.282250e-03 1.744924e-04 -3.030000e-01 4.750000e-01 0.000000e+00 5.000000e-01
1.152272e-03 1.663163e-04 -3.030000e-01 5.250000e-01 0.000000e+00 5.000000e-01
8.805699e-04 1.467618e-04 -3.030000e-01 5.750000e-01 0.000000e+00 5.000000e-01
1.279476e-03 1.774315e-04 -3.030000e-01 6.250000e-01 0.000000e+00 5.000000e-01
1.149389e-03 1.694683e-04 -3.030000e-01 6.750000e-01 0.000000e+00 5.000000e-01
1.595703e-03 1.994632e-04 -3.030000e-01 7.250000e-01 0.000000e+00 5.000000e-01
2.557839e-03 2.532642e-04 -3.030000e-01 7.750000e-01 0.000000e+00 5.000000e-01
2.324531e-03 2.423496e-04 -3.030000e-01 8.250000e-01 0.000000e+00 5.000000e-01
2.236207e-03 2.383808e-04 -3.030000e-01 8.750000e-01 0.000000e+00 5.000000e-01
2.016956e-03 2.283757e-04 -3.030000e-01 9.250000e-01 0.000000e+00 5.000000e-01
2.409991e-03 2.512594e-04 -3.030000e-01 9.750000e-01 0.000000e+00 5.000000e-01
2.085679e-03 2.361570e-04 -3.030000e-01 1.025000e+00 0.000000e+00 5.000000e-01
2.281650e-03 2.460371e-04 -3.030000e-01 1.075000e+00 0.000000e+00 5.000000e-01
2.175459e-03 2.402398e-04 -3.030000e-01 1.125000e+00 0.000000e+00 5.000000e-01
1.744244e-03 2.147020e-04 -3.030000e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.511447e-03 2.590365e-04 -3.030000e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.861948e-03 2.225458e-04 -3.030000e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.054389e-03 2.326141e-04 -3.030000e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.823083e-03 2.179006e-04 -3.030000e-01 1.375000e+00 0.000000e+00 5.000000e-01
1.757713e-03 2.131547e-04 -3.030000e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.822954e-03 2.178852e-04 -3.030000e-01 1.475000e+00 0.000000e+00 5.000000e-01
1.810241e-03 2.163656e-04 -3.030000e-01 1.525000e+00 0.000000e+00 5.000000e-01
1.231294e-03 1.777224e-04 -3.030000e-01 1.575000e+00 0.000000e+00 5.000000e-01
1.331722e-03 1.846772e-04 -3.030000e-01 1.625000e+00 0.000000e+00 5.000000e-01
1.467228e-03 1.926571e-04 -3.030000e-01 1.675000e+00 0.000000e+00 5.000000e-01
1.900757e-03 2.180324e-04 -3.030000e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.436179e-03 1.885802e-04 -3.030000e-01 1.775000e+00 0.000000e+00 5.000000e-01
1.722546e-03 2.058845e-04 -3.030000e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.610372e-03 1.982237e-04 -3.030000e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.654698e-03 2.006623e-04 -3.030000e-01 1.925000e+00 0.000000e+00 5.000000e-01
2.332087e-03 2.380183e-04 -3.030000e-01 1.975000e+00 0.000000e+00 5.000000e-01
2.024588e-03 2.209014e-04 -3.030000e-01 2.025000e+00 0.000000e+00 5.000000e-01
2.979169e-03 2.654065e-04 -3.030000e-01 2.075000e+00 0.000000e+00 5.000000e-01
2.022518e-03 2.180947e-04 -3.030000e-01 2.125000e+00 0.000000e+00 5.000000e-01
1.205838e-03 1.672202e-04 -3.030000e-01 2.175000e+00 0.000000e+00 5.000000e-01
8.725226e-04 1.415426e-04 -3.030000e-01 2.225000e+00 0.000000e+00 5.000000e-01
6.421211e-04 1.213498e-04 -3.030000e-01 2.275000e+00 0.000000e+00 5.000000e-01
4.569869e-04 1.021859e-04 -3.030000e-01 2.325000e+00 0.000000e+00 5.000000e-01
4.503393e-04 1.006991e-04 -3.030000e-01 2.375000e+00 0.000000e+00 5.000000e-01
3.113469e-04 8.321148e-05 -3.030000e-01 2.425000e+00 0.000000e+00 5.000000e-01
1.315122e-04 5.368966e-05 -3.030000e-01 2.475000e+00 0.000000e+00 5.000000e-01
6.486538e-04 1.184279e-04 -3.030000e-01 2.525000e+00 0.000000e+00 5.000000e-01
6.032986e-04 1.140133e-04 -3.030000e-01 2.575000e+00 0.000000e+00 5.000000e-01
4.267955e-04 9.543494e-05 -3.030000e-01 2.625000e+00 0.000000e+00 5.000000e-01
3.357965e-04 8.394968e-05 -3.030000e-01 2.675000e+00 0.000000e+00 5.000000e-01
2.903845e-04 7.760898e-05 -3.030000e-01 2.725000e+00 0.000000e+00 5.000000e-01
1.634612e-04 5.779264e-05 -3.030000e-01 2.775000e+00 0.000000e+00 5.000000e-01
3.655670e-04 8.616546e-05 -3.030000e-01 2.825000e+00 0.000000e+00 5.000000e-01
3.991600e-04 8.925548e-05 -3.030000e-01 2.875000e+00 0.000000e+00 5.000000e-01
3.926976e-04 8.781069e-05 -3.030000e-01 2.925000e+00 0.000000e+00 5.000000e-01
3.482288e-04 8.207886e-05 -3.030000e-01 2.975000e+00 0.000000e+00 5.000000e-01
2.663733e-04 7.119183e-05 -3.030000e-01 3.025000e+00 0.000000e+00 5.000000e-01
3.749005e-04 8.383130e-05 -3.030000e-01 3.075000e+00 0.000000e+00 5.000000e-01
1.851114e-04 5.853769e-05 -3.030000e-01 3.125000e+00 0.000000e+00 5.000000e-01
5.075172e-04 9.591272e-05 -3.030000e-01 3.175000e+00 0.000000e+00 5.000000e-01
2.489750e-04 6.654195e-05 -3.030000e-01 3.225000e+00 0.000000e+00 5.000000e-01
1.748922e-04 5.530634e-05 -3.030000e-01 3.275000e+00 0.000000e+00 5.000000e-01
2.738692e-04 6.846830e-05 -3.030000e-01 3.325000e+00 0.000000e+00 5.000000e-01
4.014219e-04 8.194099e-05 -3.030000e-01 3.375000e+00 0.000000e+00 5.000000e-01
2.275678e-04 6.082058e-05 -3.030000e-01 3.425000e+00 0.000000e+00 5.000000e-01
3.459992e-04 7.376927e-05 -3.030000e-01 3.475000e+00 0.000000e+00 5.000000e-01
2.108803e-04 5.636136e-05 -3.030000e-01 3.525000e+00 0.000000e+00 5.000000e-01
4.874404e-04 8.359686e-05 -3.030000e-01 3.575000e+00 0.000000e+00 5.000000e-01
5.161565e-04 8.373354e-05 -3.030000e-01 3.625000e+00 0.000000e+00 5.000000e-01
4.365489e-04 7.486982e-05 -3.030000e-01 3.675000e+00 0.000000e+00 5.000000e-01
2.181376e-04 5.141613e-05 -3.030000e-01 3.725000e+00 0.000000e+00 5.000000e-01
5.004720e-04 7.545119e-05 -3.030000e-01 3.775000e+00 0.000000e+00 5.000000e-01
4.539175e-04 7.004332e-05 -3.030000e-01 3.825000e+00 0.000000e+00 5.000000e-01
5.187097e-04 7.335987e-05 -3.030000e-01 3.875000e+00 0.000000e+00 5.000000e-01
4.238892e-04 6.541004e-05 -3.030000e-01 3.925000e+00 0.000000e+00 5.000000e-01
3.481611e-04 5.802880e-05 -3.030000e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.190854e-01 2.560481e-03 -2.830000e-01 2.500000e-02 0.000000e+00 5.000000e-01
1.938545e-01 1.994373e-03 -2.830000e-01 7.500000e-02 0.000000e+00 5.000000e-01
6.743112e-02 1.178838e-03 -2.830000e-01 1.250000e-01 0.000000e+00 5.000000e-01
3.045633e-02 8.042730e-04 -2.830000e-01 1.750000e-01 0.000000e+00 5.000000e-01
1.239356e-02 5.111024e-04 -2.830000e-01 2.250000e-01 0.000000e+00 5.000000e-01
4.597735e-03 3.128366e-04 -2.830000e-01 2.750000e-01 0.000000e+00 5.000000e-01
1.765097e-03 1.949226e-04 -2.830000e-01 3.250000e-01 0.000000e+00 5.000000e-01
1.258709e-03 1.652768e-04 -2.830000e-01 3.750000e-01 0.000000e+00 5.000000e-01
7.408369e-04 1.270527e-04 -2.830000e-01 4.250000e-01 0.000000e+00 5.000000e-01
7.928154e-04 1.321361e-04 -2.830000e-01 4.750000e-01 0.000000e+00 5.000000e-01
8.861829e-04 1.401181e-04 -2.830000e-01 5.250000e-01 0.000000e+00 5.000000e-01
9.366110e-04 1.445225e-04 -2.830000e-01 5.750000e-01 0.000000e+00 5.000000e-01
1.436852e-03 1.796068e-04 -2.830000e-01 6.250000e-01 0.000000e+00 5.000000e-01
1.484231e-03 1.826964e-04 -2.830000e-01 6.750000e-01 0.000000e+00 5.000000e-01
1.415574e-03 1.797784e-04 -2.830000e-01 7.250000e-01 0.000000e+00 5.000000e-01
1.337948e-03 1.756813e-04 -2.830000e-01 7.750000e-01 0.000000e+00 5.000000e-01
1.659059e-03 1.955223e-04 -2.830000e-01 8.250000e-01 0.000000e+00 5.000000e-01
2.429633e-03 2.359872e-04 -2.830000e-01 8.750000e-01 0.000000e+00 5.000000e-01
2.285604e-03 2.308813e-04 -2.830000e-01 9.250000e-01 0.000000e+00 5.000000e-01
2.752418e-03 2.555561e-04 -2.830000e-01 9.750000e-01 0.000000e+00 5.000000e-01
2.532410e-03 2.459698e-04 -2.830000e-01 1.025000e+00 0.000000e+00 5.000000e-01
1.856315e-03 2.101866e-04 -2.830000e-01 1.075000e+00 0.000000e+00 5.000000e-01
1.977473e-03 2.183758e-04 -2.830000e-01 1.125000e+00 0.000000e+00 5.000000e-01
2.736339e-03 2.562821e-04 -2.830000e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.431492e-03 2.431497e-04 -2.830000e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.609932e-03 1.981693e-04 -2.830000e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.187182e-03 2.305498e-04 -2.830000e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.849839e-03 2.121916e-04 -2.830000e-01 1.375000e+00 0.000000e+00 5.000000e-01
1.908391e-03 2.160831e-04 -2.830000e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.894222e-03 2.172828e-04 -2.830000e-01 1.475000e+00 0.000000e+00 5.000000e-01
1.797583e-03 2.118478e-04 -2.830000e-01 1.525000e+00 0.000000e+00 5.000000e-01
1.793686e-03 2.113884e-04 -2.830000e-01 1.575000e+00 0.000000e+00 5.000000e-01
1.497671e-03 1.933489e-04 -2.830000e-01 1.625000e+00 0.000000e+00 5.000000e-01
1.234527e-03 1.745888e-04 -2.830000e-01 1.675000e+00 0.000000e+00 5.000000e-01
8.861443e-04 1.476911e-04 -2.830000e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.174019e-03 1.694555e-04 -2.830000e-01 1.775000e+00 0.000000e+00 5.000000e-01
1.846068e-03 2.117592e-04 -2.830000e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.296987e-03 1.764982e-04 -2.830000e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.251003e-03 1.734834e-04 -2.830000e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.968085e-03 2.173395e-04 -2.830000e-01 1.975000e+00 0.000000e+00 5.000000e-01
2.181519e-03 2.274399e-04 -2.830000e-01 2.025000e+00 0.000000e+00 5.000000e-01
2.205873e-03 2.275196e-04 -2.830000e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.951245e-03 2.128992e-04 -2.830000e-01 2.125000e+00 0.000000e+00 5.000000e-01
1.096310e-03 1.582391e-04 -2.830000e-01 2.175000e+00 0.000000e+00 5.000000e-01
6.380591e-04 1.205820e-04 -2.830000e-01 2.225000e+00 0.000000e+00 5.000000e-01
5.886117e-04 1.154366e-04 -2.830000e-01 2.275000e+00 0.000000e+00 5.000000e-01
3.607511e-04 9.018818e-05 -2.830000e-01 2.325000e+00 0.000000e+00 5.000000e-01
1.775287e-04 6.276611e-05 -2.830000e-01 2.375000e+00 0.000000e+00 5.000000e-01
3.069262e-04 8.202963e-05 -2.830000e-01 2.425000e+00 0.000000e+00 5.000000e-01
3.465110e-04 8.662824e-05 -2.830000e-01 2.475000e+00 0.000000e+00 5.000000e-01
4.289311e-04 9.591227e-05 -2.830000e-01 2.525000e+00 0.000000e+00 5.000000e-01
2.977282e-04 7.957173e-05 -2.830000e-01 2.575000e+00 0.000000e+00 5.000000e-01
4.214517e-04 9.424023e-05 -2.830000e-01 2.625000e+00 0.000000e+00 5.000000e-01
2.067854e-04 6.539139e-05 -2.830000e-01 2.675000e+00 0.000000e+00 5.000000e-01
3.677582e-04 8.668182e-05 -2.830000e-01 2.725000e+00 0.000000e+00 5.000000e-01
4.033618e-04 9.019518e-05 -2.830000e-01 2.775000e+00 0.000000e+00 5.000000e-01
3.184893e-04 7.962301e-05 -2.830000e-01 2.825000e+00 0.000000e+00 5.000000e-01
1.956723e-04 6.187741e-05 -2.830000e-01 2.875000e+00 0.000000e+00 5.000000e-01
3.479351e-04 8.200974e-05 -2.830000e-01 2.925000e+00 0.000000e+00 5.000000e-01
3.054043e-04 7.635201e-05 -2.830000e-01 2.975000e+00 0.000000e+00 5.000000e-01
2.253494e-04 6.505325e-05 -2.830000e-01 3.025000e+00 0.000000e+00 5.000000e-01
2.934171e-04 7.335487e-05 -2.830000e-01 3.075000e+00 0.000000e+00 5.000000e-01
2.511067e-04 6.711126e-05 -2.830000e-01 3.125000e+00 0.000000e+00 5.000000e-01
1.753898e-04 5.546376e-05 -2.830000e-01 3.175000e+00 0.000000e+00 5.000000e-01
2.383681e-04 6.370774e-05 -2.830000e-01 3.225000e+00 0.000000e+00 5.000000e-01
4.291973e-04 8.417354e-05 -2.830000e-01 3.275000e+00 0.000000e+00 5.000000e-01
5.741183e-04 9.568771e-05 -2.830000e-01 3.325000e+00 0.000000e+00 5.000000e-01
2.445207e-04 6.113090e-05 -2.830000e-01 3.375000e+00 0.000000e+00 5.000000e-01
4.106701e-04 7.761050e-05 -2.830000e-01 3.425000e+00 0.000000e+00 5.000000e-01
3.645026e-04 7.148604e-05 -2.830000e-01 3.475000e+00 0.000000e+00 5.000000e-01
2.409633e-04 5.679698e-05 -2.830000e-01 3.525000e+00 0.000000e+00 5.000000e-01
4.595275e-04 7.658982e-05 -2.830000e-01 3.575000e+00 0.000000e+00 5.000000e-01
2.917721e-04 5.955884e-05 -2.830000e-01 3.625000e+00 0.000000e+00 5.000000e-01
4.891393e-04 7.547810e-05 -2.830000e-01 3.675000e+00 0.000000e+00 5.000000e-01
3.593919e-04 6.353422e-05 -2.830000e-01 3.725000e+00 0.000000e+00 5.000000e-01
3.495651e-04 6.179639e-05 -2.830000e-01 3.775000e+00 0.000000e+00 5.000000e-01
3.798972e-04 6.331867e-05 -2.830000e-01 3.825000e+00 0.000000e+00 5.000000e-01
5.530912e-04 7.526981e-05 -2.830000e-01 3.875000e+00 0.000000e+00 5.000000e-01
5.322873e-04 7.243868e-05 -2.830000e-01 3.925000e+00 0.000000e+00 5.000000e-01
5.765667e-04 7.322808e-05 -2.830000e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.191000e-01 2.442079e-03 -2.630000e-01 2.500000e-02 0.000000e+00 5.000000e-01
1.681298e-01 1.795948e-03 -2.630000e-01 7.500000e-02 0.000000e+00 5.000000e-01
4.889236e-02 9.663212e-04 -2.630000e-01 1.250000e-01 0.000000e+00 5.000000e-01
2.151153e-02 6.427808e-04 -2.630000e-01 1.750000e-01 0.000000e+00 5.000000e-01
8.920572e-03 4.214579e-04 -2.630000e-01 2.250000e-01 0.000000e+00 5.000000e-01
3.754990e-03 2.738611e-04 -2.630000e-01 2.750000e-01 0.000000e+00 5.000000e-01
1.286780e-03 1.608477e-04 -2.630000e-01 3.250000e-01 0.000000e+00 5.000000e-01
1.249647e-03 1.587054e-04 -2.630000e-01 3.750000e-01 0.000000e+00 5.000000e-01
7.633613e-04 1.238337e-04 -2.630000e-01 4.250000e-01 0.000000e+00 5.000000e-01
1.100589e-03 1.497714e-04 -2.630000e-01 4.750000e-01 0.000000e+00 5.000000e-01
1.025446e-03 1.450201e-04 -2.630000e-01 5.250000e-01 0.000000e+00 5.000000e-01
1.026355e-03 1.451488e-04 -2.630000e-01 5.750000e-01 0.000000e+00 5.000000e-01
9.974558e-04 1.439706e-04 -2.630000e-01 6.250000e-01 0.000000e+00 5.000000e-01
1.134169e-03 1.543411e-04 -2.630000e-01 6.750000e-01 0.000000e+00 5.000000e-01
1.346880e-03 1.683602e-04 -2.630000e-01 7.250000e-01 0.000000e+00 5.000000e-01
1.680393e-03 1.878739e-04 -2.630000e-01 7.750000e-01 0.000000e+00 5.000000e-01
2.144818e-03 2.123689e-04 -2.630000e-01 8.250000e-01 0.000000e+00 5.000000e-01
3.196600e-03 2.610017e-04 -2.630000e-01 8.750000e-01 0.000000e+00 5.000000e-01
2.722608e-03 2.425497e-04 -2.630000e-01 9.250000e-01 0.000000e+00 5.000000e-01
2.341886e-03 2.253485e-04 -2.630000e-01 9.750000e-01 0.000000e+00 5.000000e-01
2.820211e-03 2.473493e-04 -2.630000e-01 1.025000e+00 0.000000e+00 5.000000e-01
2.674182e-03 2.421096e-04 -2.630000e-01 1.075000e+00 0.000000e+00 5.000000e-01
2.795895e-03 2.471250e-04 -2.630000e-01 1.125000e+00 0.000000e+00 5.000000e-01
3.129765e-03 2.626446e-04 -2.630000e-01 1.175000e+00 0.000000e+00 5.000000e-01
2.250576e-03 2.228406e-04 -2.630000e-01 1.225000e+00 0.000000e+00 5.000000e-01
1.941766e-03 2.069934e-04 -2.630000e-01 1.275000e+00 0.000000e+00 5.000000e-01
2.490643e-03 2.353441e-04 -2.630000e-01 1.325000e+00 0.000000e+00 5.000000e-01
1.655816e-03 1.924850e-04 -2.630000e-01 1.375000e+00 0.000000e+00 5.000000e-01
1.828818e-03 2.019596e-04 -2.630000e-01 1.425000e+00 0.000000e+00 5.000000e-01
1.607990e-03 1.895038e-04 -2.630000e-01 1.475000e+00 0.000000e+00 5.000000e-01
2.035293e-03 2.145392e-04 -2.630000e-01 1.525000e+00 0.000000e+00 5.000000e-01
1.308439e-03 1.718069e-04 -2.630000e-01 1.575000e+00 0.000000e+00 5.000000e-01
1.167766e-03 1.619405e-04 -2.630000e-01 1.625000e+00 0.000000e+00 5.000000e-01
1.351491e-03 1.744774e-04 -2.630000e-01 1.675000e+00 0.000000e+00 5.000000e-01
1.616301e-03 1.904833e-04 -2.630000e-01 1.725000e+00 0.000000e+00 5.000000e-01
1.203171e-03 1.637312e-04 -2.630000e-01 1.775000e+00 0.000000e+00 5.000000e-01
1.287557e-03 1.690651e-04 -2.630000e-01 1.825000e+00 0.000000e+00 5.000000e-01
1.421739e-03 1.777180e-04 -2.630000e-01 1.875000e+00 0.000000e+00 5.000000e-01
1.205817e-03 1.640915e-04 -2.630000e-01 1.925000e+00 0.000000e+00 5.000000e-01
1.835832e-03 2.027346e-04 -2.630000e-01 1.975000e+00 0.000000e+00 5.000000e-01
1.876278e-03 2.047194e-04 -2.630000e-01 2.025000e+00 0.000000e+00 5.000000e-01
2.004476e-03 2.112911e-04 -2.630000e-01 2.075000e+00 0.000000e+00 5.000000e-01
1.900562e-03 2.049434e-04 -2.630000e-01 2.125000e+00 0.000000e+00 5.000000e-01
