# Intensity Error [-0.5K,K,0] DeltaE [0,0,L] [H,0,0]
#  shape: 67x80x1x1
2.458941e-04 7.775897e-05 -1.029999e-01 2.475000e+00 0.000000e+00 5.000000e-01
2.922629e-04 8.436963e-05 -1.029999e-01 2.525000e+00 0.000000e+00 5.000000e-01
1.940677e-04 6.861334e-05 -1.029999e-01 2.575000e+00 0.000000e+00 5.000000e-01
4.776484e-04 1.068059e-04 -1.029999e-01 2.625000e+00 0.000000e+00 5.000000e-01
2.386229e-04 7.545949e-05 -1.029999e-01 2.675000e+00 0.000000e+00 5.000000e-01
2.350279e-04 7.432282e-05 -1.029999e-01 2.725000e+00 0.000000e+00 5.000000e-01
2.329711e-04 7.367241e-05 -1.029999e-01 2.775000e+00 0.000000e+00 5.000000e-01
2.732028e-04 7.886746e-05 -1.029999e-01 2.825000e+00 0.000000e+00 5.000000e-01
2.251914e-04 7.121197e-05 -1.029999e-01 2.875000e+00 0.000000e+00 5.000000e-01
4.892121e-04 1.043012e-04 -1.029999e-01 2.925000e+00 0.000000e+00 5.000000e-01
2.973800e-04 7.947900e-05 -1.029999e-01 2.975000e+00 0.000000e+00 5.000000e-01
3.203128e-04 8.007897e-05 -1.029999e-01 3.025000e+00 0.000000e+00 5.000000e-01
1.930457e-04 6.104713e-05 -1.029999e-01 3.075000e+00 0.000000e+00 5.000000e-01
7.588404e-05 3.794205e-05 -1.029999e-01 3.125000e+00 0.000000e+00 5.000000e-01
3.356934e-04 7.912485e-05 -1.029999e-01 3.175000e+00 0.000000e+00 5.000000e-01
2.203685e-04 6.361540e-05 -1.029999e-01 3.225000e+00 0.000000e+00 5.000000e-01
2.542291e-04 6.794660e-05 -1.029999e-01 3.275000e+00 0.000000e+00 5.000000e-01
3.210078e-04 7.566307e-05 -1.029999e-01 3.325000e+00 0.000000e+00 5.000000e-01
3.531459e-04 7.896714e-05 -1.029999e-01 3.375000e+00 0.000000e+00 5.000000e-01
1.731612e-04 5.475854e-05 -1.029999e-01 3.425000e+00 0.000000e+00 5.000000e-01
6.336389e-04 1.027913e-04 -1.029999e-01 3.475000e+00 0.000000e+00 5.000000e-01
3.907071e-04 7.975470e-05 -1.029999e-01 3.525000e+00 0.000000e+00 5.000000e-01
2.238714e-04 5.983326e-05 -1.029999e-01 3.575000e+00 0.000000e+00 5.000000e-01
5.417989e-04 9.291974e-05 -1.029999e-01 3.625000e+00 0.000000e+00 5.000000e-01
5.051122e-04 8.929534e-05 -1.029999e-01 3.675000e+00 0.000000e+00 5.000000e-01
3.725940e-04 7.605785e-05 -1.029999e-01 3.725000e+00 0.000000e+00 5.000000e-01
4.292778e-04 8.112905e-05 -1.029999e-01 3.775000e+00 0.000000e+00 5.000000e-01
6.549460e-04 9.873922e-05 -1.029999e-01 3.825000e+00 0.000000e+00 5.000000e-01
2.831389e-04 6.331450e-05 -1.029999e-01 3.875000e+00 0.000000e+00 5.000000e-01
3.427982e-04 6.723031e-05 -1.029999e-01 3.925000e+00 0.000000e+00 5.000000e-01
5.308121e-04 8.002638e-05 -1.029999e-01 3.975000e+00 0.000000e+00 5.000000e-01
3.126823e-01 2.977255e-03 -8.299987e-02 2.500000e-02 0.000000e+00 5.000000e-01
1.712922e-01 2.219529e-03 -8.299987e-02 7.500000e-02 0.000000e+00 5.000000e-01
4.441024e-02 1.130212e-03 -8.299987e-02 1.250000e-01 0.000000e+00 5.000000e-01
1.628697e-02 6.809932e-04 -8.299987e-02 1.750000e-01 0.000000e+00 5.000000e-01
1.253526e-02 5.989583e-04 -8.299987e-02 2.250000e-01 0.000000e+00 5.000000e-01
1.040222e-02 5.497754e-04 -8.299987e-02 2.750000e-01 0.000000e+00 5.000000e-01
7.474194e-03 4.671377e-04 -8.299987e-02 3.250000e-01 0.000000e+00 5.000000e-01
6.987666e-03 4.529436e-04 -8.299987e-02 3.750000e-01 0.000000e+00 5.000000e-01
7.070617e-03 4.564070e-04 -8.299987e-02 4.250000e-01 0.000000e+00 5.000000e-01
5.221495e-03 3.935857e-04 -8.299987e-02 4.750000e-01 0.000000e+00 5.000000e-01
5.933143e-03 4.237966e-04 -8.299987e-02 5.250000e-01 0.000000e+00 5.000000e-01
5.871574e-03 4.282292e-04 -8.299987e-02 5.750000e-01 0.000000e+00 5.000000e-01
5.709509e-03 4.255623e-04 -8.299987e-02 6.250000e-01 0.000000e+00 5.000000e-01
6.327397e-03 4.474153e-04 -8.299987e-02 6.750000e-01 0.000000e+00 5.000000e-01
5.675406e-03 4.253904e-04 -8.299987e-02 7.250000e-01 0.000000e+00 5.000000e-01
3.484374e-03 3.352845e-04 -8.299987e-02 7.750000e-01 0.000000e+00 5.000000e-01
4.880494e-03 3.958610e-04 -8.299987e-02 8.250000e-01 0.000000e+00 5.000000e-01
4.500455e-03 3.776705e-04 -8.299987e-02 8.750000e-01 0.000000e+00 5.000000e-01
3.529288e-03 3.334870e-04 -8.299987e-02 9.250000e-01 0.000000e+00 5.000000e-01
2.443592e-03 2.766828e-04 -8.299987e-02 9.750000e-01 0.000000e+00 5.000000e-01
2.729961e-03 2.910153e-04 -8.299987e-02 1.025000e+00 0.000000e+00 5.000000e-01
2.344931e-03 2.689825e-04 -8.299987e-02 1.075000e+00 0.000000e+00 5.000000e-01
2.780915e-03 2.931347e-04 -8.299987e-02 1.125000e+00 0.000000e+00 5.000000e-01
2.019357e-03 2.485660e-04 -8.299987e-02 1.175000e+00 0.000000e+00 5.000000e-01
1.432721e-03 2.067958e-04 -8.299987e-02 1.225000e+00 0.000000e+00 5.000000e-01
2.050541e-03 2.450870e-04 -8.299987e-02 1.275000e+00 0.000000e+00 5.000000e-01
1.276386e-03 1.924229e-04 -8.299987e-02 1.325000e+00 0.000000e+00 5.000000e-01
1.479747e-03 2.052045e-04 -8.299987e-02 1.375000e+00 0.000000e+00 5.000000e-01
1.525257e-03 2.038216e-04 -8.299987e-02 1.425000e+00 0.000000e+00 5.000000e-01
1.005397e-03 1.630973e-04 -8.299987e-02 1.475000e+00 0.000000e+00 5.000000e-01
8.807896e-04 1.510545e-04 -8.299987e-02 1.525000e+00 0.000000e+00 5.000000e-01
1.006642e-03 1.591644e-04 -8.299987e-02 1.575000e+00 0.000000e+00 5.000000e-01
7.414623e-04 1.353721e-04 -8.299987e-02 1.625000e+00 0.000000e+00 5.000000e-01
9.821656e-04 1.552944e-04 -8.299987e-02 1.675000e+00 0.000000e+00 5.000000e-01
4.423975e-04 1.042744e-04 -8.299987e-02 1.725000e+00 0.000000e+00 5.000000e-01
3.908369e-04 9.770946e-05 -8.299987e-02 1.775000e+00 0.000000e+00 5.000000e-01
2.891275e-04 8.346419e-05 -8.299987e-02 1.825000e+00 0.000000e+00 5.000000e-01
6.698447e-04 1.265892e-04 -8.299987e-02 1.875000e+00 0.000000e+00 5.000000e-01
6.756157e-04 1.276798e-04 -8.299987e-02 1.925000e+00 0.000000e+00 5.000000e-01
9.683295e-04 1.531067e-04 -8.299987e-02 1.975000e+00 0.000000e+00 5.000000e-01
1.454485e-03 1.877739e-04 -8.299987e-02 2.025000e+00 0.000000e+00 5.000000e-01
2.222672e-03 2.317304e-04 -8.299987e-02 2.075000e+00 0.000000e+00 5.000000e-01
1.363974e-03 1.822694e-04 -8.299987e-02 2.125000e+00 0.000000e+00 5.000000e-01
1.243203e-03 1.758161e-04 -8.299987e-02 2.175000e+00 0.000000e+00 5.000000e-01
3.028822e-04 8.743490e-05 -8.299987e-02 2.225000e+00 0.000000e+00 5.000000e-01
4.560864e-04 1.075008e-04 -8.299987e-02 2.275000e+00 0.000000e+00 5.000000e-01
5.029616e-04 1.124661e-04 -8.299987e-02 2.325000e+00 0.000000e+00 5.000000e-01
6.000337e-04 1.224820e-04 -8.299987e-02 2.375000e+00 0.000000e+00 5.000000e-01
4.933170e-05 3.488278e-05 -8.299987e-02 2.425000e+00 0.000000e+00 5.000000e-01
2.948062e-04 8.510356e-05 -8.299987e-02 2.475000e+00 0.000000e+00 5.000000e-01
1.959402e-04 6.927542e-05 -8.299987e-02 2.525000e+00 0.000000e+00 5.000000e-01
2.886756e-04 8.333440e-05 -8.299987e-02 2.575000e+00 0.000000e+00 5.000000e-01
4.308546e-04 1.015540e-04 -8.299987e-02 2.625000e+00 0.000000e+00 5.000000e-01
2.820816e-04 8.143037e-05 -8.299987e-02 2.675000e+00 0.000000e+00 5.000000e-01
2.322560e-04 7.344621e-05 -8.299987e-02 2.725000e+00 0.000000e+00 5.000000e-01
1.850509e-04 6.542572e-05 -8.299987e-02 2.775000e+00 0.000000e+00 5.000000e-01
4.805709e-04 1.024589e-04 -8.299987e-02 2.825000e+00 0.000000e+00 5.000000e-01
2.933344e-04 7.839727e-05 -8.299987e-02 2.875000e+00 0.000000e+00 5.000000e-01
3.184161e-04 7.960421e-05 -8.299987e-02 2.925000e+00 0.000000e+00 5.000000e-01
3.541063e-04 8.346440e-05 -8.299987e-02 2.975000e+00 0.000000e+00 5.000000e-01
3.481411e-04 8.205828e-05 -8.299987e-02 3.025000e+00 0.000000e+00 5.000000e-01
3.059696e-04 7.649289e-05 -8.299987e-02 3.075000e+00 0.000000e+00 5.000000e-01
3.014197e-04 7.535586e-05 -8.299987e-02 3.125000e+00 0.000000e+00 5.000000e-01
3.765608e-04 8.420254e-05 -8.299987e-02 3.175000e+00 0.000000e+00 5.000000e-01
2.605186e-04 6.962791e-05 -8.299987e-02 3.225000e+00 0.000000e+00 5.000000e-01
4.462159e-04 9.108405e-05 -8.299987e-02 3.275000e+00 0.000000e+00 5.000000e-01
3.269173e-04 7.705538e-05 -8.299987e-02 3.325000e+00 0.000000e+00 5.000000e-01
4.288400e-04 8.753814e-05 -8.299987e-02 3.375000e+00 0.000000e+00 5.000000e-01
2.778065e-04 6.945297e-05 -8.299987e-02 3.425000e+00 0.000000e+00 5.000000e-01
2.353849e-04 6.291011e-05 -8.299987e-02 3.475000e+00 0.000000e+00 5.000000e-01
3.585507e-04 7.644477e-05 -8.299987e-02 3.525000e+00 0.000000e+00 5.000000e-01
5.349704e-04 9.174874e-05 -8.299987e-02 3.575000e+00 0.000000e+00 5.000000e-01
3.056222e-04 6.834000e-05 -8.299987e-02 3.625000e+00 0.000000e+00 5.000000e-01
6.006813e-04 9.497824e-05 -8.299987e-02 3.675000e+00 0.000000e+00 5.000000e-01
4.130205e-04 7.805595e-05 -8.299987e-02 3.725000e+00 0.000000e+00 5.000000e-01
5.524371e-04 8.962068e-05 -8.299987e-02 3.775000e+00 0.000000e+00 5.000000e-01
3.414246e-04 6.969554e-05 -8.299987e-02 3.825000e+00 0.000000e+00 5.000000e-01
7.174623e-04 9.949837e-05 -8.299987e-02 3.875000e+00 0.000000e+00 5.000000e-01
7.357906e-04 9.832877e-05 -8.299987e-02 3.925000e+00 0.000000e+00 5.000000e-01
6.254958e-04 8.674688e-05 -8.299987e-02 3.975000e+00 0.000000e+00 5.000000e-01
3.254664e-01 3.102922e-03 -6.299986e-02 2.500000e-02 0.000000e+00 5.000000e-01
1.691027e-01 2.223499e-03 -6.299986e-02 7.500000e-02 0.000000e+00 5.000000e-01
4.420927e-02 1.142242e-03 -6.299986e-02 1.250000e-01 0.000000e+00 5.000000e-01
1.517586e-02 6.773326e-04 -6.299986e-02 1.750000e-01 0.000000e+00 5.000000e-01
1.313454e-02 6.304789e-04 -6.299986e-02 2.250000e-01 0.000000e+00 5.000000e-01
1.043626e-02 5.626863e-04 -6.299986e-02 2.750000e-01 0.000000e+00 5.000000e-01
8.380616e-03 5.062922e-04 -6.299986e-02 3.250000e-01 0.000000e+00 5.000000e-01
8.411382e-03 5.081508e-04 -6.299986e-02 3.750000e-01 0.000000e+00 5.000000e-01
7.481639e-03 4.809385e-04 -6.299986e-02 4.250000e-01 0.000000e+00 5.000000e-01
5.717868e-03 4.215274e-04 -6.299986e-02 4.750000e-01 0.000000e+00 5.000000e-01
7.266721e-03 4.730239e-04 -6.299986e-02 5.250000e-01 0.000000e+00 5.000000e-01
5.476016e-03 4.059099e-04 -6.299986e-02 5.750000e-01 0.000000e+00 5.000000e-01
4.314464e-03 3.620624e-04 -6.299986e-02 6.250000e-01 0.000000e+00 5.000000e-01
4.636251e-03 3.785489e-04 -6.299986e-02 6.750000e-01 0.000000e+00 5.000000e-01
5.482780e-03 4.109524e-04 -6.299986e-02 7.250000e-01 0.000000e+00 5.000000e-01
5.081781e-03 3.944233e-04 -6.299986e-02 7.750000e-01 0.000000e+00 5.000000e-01
4.831270e-03 3.868118e-04 -6.299986e-02 8.250000e-01 0.000000e+00 5.000000e-01
3.311263e-03 3.216189e-04 -6.299986e-02 8.750000e-01 0.000000e+00 5.000000e-01
3.917950e-03 3.490395e-04 -6.299986e-02 9.250000e-01 0.000000e+00 5.000000e-01
3.346537e-03 3.220213e-04 -6.299986e-02 9.750000e-01 0.000000e+00 5.000000e-01
2.822252e-03 2.942408e-04 -6.299986e-02 1.025000e+00 0.000000e+00 5.000000e-01
2.630719e-03 2.804362e-04 -6.299986e-02 1.075000e+00 0.000000e+00 5.000000e-01
2.137112e-03 2.484347e-04 -6.299986e-02 1.125000e+00 0.000000e+00 5.000000e-01
2.342008e-03 2.586321e-04 -6.299986e-02 1.175000e+00 0.000000e+00 5.000000e-01
2.005819e-03 2.397417e-04 -6.299986e-02 1.225000e+00 0.000000e+00 5.000000e-01
1.720902e-03 2.221678e-04 -6.299986e-02 1.275000e+00 0.000000e+00 5.000000e-01
1.539417e-03 2.094885e-04 -6.299986e-02 1.325000e+00 0.000000e+00 5.000000e-01
1.138634e-03 1.800341e-04 -6.299986e-02 1.375000e+00 0.000000e+00 5.000000e-01
1.300566e-03 1.917586e-04 -6.299986e-02 1.425000e+00 0.000000e+00 5.000000e-01
1.057290e-03 1.715156e-04 -6.299986e-02 1.475000e+00 0.000000e+00 5.000000e-01
6.562515e-04 1.339570e-04 -6.299986e-02 1.525000e+00 0.000000e+00 5.000000e-01
7.583726e-04 1.433195e-04 -6.299986e-02 1.575000e+00 0.000000e+00 5.000000e-01
6.871256e-04 1.347568e-04 -6.299986e-02 1.625000e+00 0.000000e+00 5.000000e-01
7.127533e-04 1.346980e-04 -6.299986e-02 1.675000e+00 0.000000e+00 5.000000e-01
7.377796e-04 1.346998e-04 -6.299986e-02 1.725000e+00 0.000000e+00 5.000000e-01
5.836755e-04 1.191426e-04 -6.299986e-02 1.775000e+00 0.000000e+00 5.000000e-01
7.305549e-04 1.333810e-04 -6.299986e-02 1.825000e+00 0.000000e+00 5.000000e-01
5.811911e-04 1.186355e-04 -6.299986e-02 1.875000e+00 0.000000e+00 5.000000e-01
3.851729e-04 9.629334e-05 -6.299986e-02 1.925000e+00 0.000000e+00 5.000000e-01
7.746644e-04 1.369433e-04 -6.299986e-02 1.975000e+00 0.000000e+00 5.000000e-01
1.329337e-03 1.809007e-04 -6.299986e-02 2.025000e+00 0.000000e+00 5.000000e-01
1.662333e-03 2.046198e-04 -6.299986e-02 2.075000e+00 0.000000e+00 5.000000e-01
2.603613e-03 2.577972e-04 -6.299986e-02 2.125000e+00 0.000000e+00 5.000000e-01
1.684476e-03 2.073454e-04 -6.299986e-02 2.175000e+00 0.000000e+00 5.000000e-01
6.567526e-04 1.288000e-04 -6.299986e-02 2.225000e+00 0.000000e+00 5.000000e-01
4.507285e-04 1.062382e-04 -6.299986e-02 2.275000e+00 0.000000e+00 5.000000e-01
4.475999e-04 1.055008e-04 -6.299986e-02 2.325000e+00 0.000000e+00 5.000000e-01
3.982940e-04 9.957396e-05 -6.299986e-02 2.375000e+00 0.000000e+00 5.000000e-01
3.471748e-04 9.278690e-05 -6.299986e-02 2.425000e+00 0.000000e+00 5.000000e-01
1.985378e-04 7.019395e-05 -6.299986e-02 2.475000e+00 0.000000e+00 5.000000e-01
1.934068e-04 6.838005e-05 -6.299986e-02 2.525000e+00 0.000000e+00 5.000000e-01
2.833302e-04 8.179069e-05 -6.299986e-02 2.575000e+00 0.000000e+00 5.000000e-01
2.810760e-04 8.113987e-05 -6.299986e-02 2.625000e+00 0.000000e+00 5.000000e-01
2.734216e-04 7.893044e-05 -6.299986e-02 2.675000e+00 0.000000e+00 5.000000e-01
2.620352e-04 7.564335e-05 -6.299986e-02 2.725000e+00 0.000000e+00 5.000000e-01
4.169753e-04 9.323896e-05 -6.299986e-02 2.775000e+00 0.000000e+00 5.000000e-01
2.867893e-04 7.664845e-05 -6.299986e-02 2.825000e+00 0.000000e+00 5.000000e-01
4.023723e-04 8.997374e-05 -6.299986e-02 2.875000e+00 0.000000e+00 5.000000e-01
1.199669e-04 4.897648e-05 -6.299986e-02 2.925000e+00 0.000000e+00 5.000000e-01
3.557993e-04 8.386355e-05 -6.299986e-02 2.975000e+00 0.000000e+00 5.000000e-01
1.558335e-04 5.509654e-05 -6.299986e-02 3.025000e+00 0.000000e+00 5.000000e-01
7.844116e-05 3.922070e-05 -6.299986e-02 3.075000e+00 0.000000e+00 5.000000e-01
1.938473e-04 6.130040e-05 -6.299986e-02 3.125000e+00 0.000000e+00 5.000000e-01
3.797544e-04 8.491657e-05 -6.299986e-02 3.175000e+00 0.000000e+00 5.000000e-01
1.507218e-04 5.328835e-05 -6.299986e-02 3.225000e+00 0.000000e+00 5.000000e-01
2.586397e-04 6.912557e-05 -6.299986e-02 3.275000e+00 0.000000e+00 5.000000e-01
2.544253e-04 6.799865e-05 -6.299986e-02 3.325000e+00 0.000000e+00 5.000000e-01
4.262377e-04 8.700610e-05 -6.299986e-02 3.375000e+00 0.000000e+00 5.000000e-01
2.764711e-04 6.911922e-05 -6.299986e-02 3.425000e+00 0.000000e+00 5.000000e-01
4.403316e-04 8.635692e-05 -6.299986e-02 3.475000e+00 0.000000e+00 5.000000e-01
4.598688e-04 8.690857e-05 -6.299986e-02 3.525000e+00 0.000000e+00 5.000000e-01
2.847452e-04 6.711627e-05 -6.299986e-02 3.575000e+00 0.000000e+00 5.000000e-01
5.152464e-04 8.836589e-05 -6.299986e-02 3.625000e+00 0.000000e+00 5.000000e-01
2.928517e-04 6.548480e-05 -6.299986e-02 3.675000e+00 0.000000e+00 5.000000e-01
3.968688e-04 7.500332e-05 -6.299986e-02 3.725000e+00 0.000000e+00 5.000000e-01
5.834041e-04 9.002391e-05 -6.299986e-02 3.775000e+00 0.000000e+00 5.000000e-01
4.332215e-04 7.658598e-05 -6.299986e-02 3.825000e+00 0.000000e+00 5.000000e-01
7.073798e-04 9.626521e-05 -6.299986e-02 3.875000e+00 0.000000e+00 5.000000e-01
7.803669e-04 9.911078e-05 -6.299986e-02 3.925000e+00 0.000000e+00 5.000000e-01
6.784991e-04 8.909501e-05 -6.299986e-02 3.975000e+00 0.000000e+00 5.000000e-01
3.365404e-01 3.271243e-03 -4.299985e-02 2.500000e-02 0.000000e+00 5.000000e-01
1.694462e-01 2.329284e-03 -4.299985e-02 7.500000e-02 0.000000e+00 5.000000e-01
4.201236e-02 1.146836e-03 -4.299985e-02 1.250000e-01 0.000000e+00 5.000000e-01
1.623408e-02 7.132853e-04 -4.299985e-02 1.750000e-01 0.000000e+00 5.000000e-01
1.135542e-02 6.001533e-04 -4.299985e-02 2.250000e-01 0.000000e+00 5.000000e-01
1.077262e-02 5.842281e-04 -4.299985e-02 2.750000e-01 0.000000e+00 5.000000e-01
8.048652e-03 5.030413e-04 -4.299985e-02 3.250000e-01 0.000000e+00 5.000000e-01
7.720521e-03 4.922430e-04 -4.299985e-02 3.750000e-01 0.000000e+00 5.000000e-01
6.569302e-03 4.490689e-04 -4.299985e-02 4.250000e-01 0.000000e+00 5.000000e-01
7.234474e-03 4.709248e-04 -4.299985e-02 4.750000e-01 0.000000e+00 5.000000e-01
5.904474e-03 4.283562e-04 -4.299985e-02 5.250000e-01 0.000000e+00 5.000000e-01
5.931703e-03 4.280845e-04 -4.299985e-02 5.750000e-01 0.000000e+00 5.000000e-01
5.605938e-03 4.110480e-04 -4.299985e-02 6.250000e-01 0.000000e+00 5.000000e-01
5.087576e-03 3.901999e-04 -4.299985e-02 6.750000e-01 0.000000e+00 5.000000e-01
5.846003e-03 4.197192e-04 -4.299985e-02 7.250000e-01 0.000000e+00 5.000000e-01
4.072454e-03 3.492104e-04 -4.299985e-02 7.750000e-01 0.000000e+00 5.000000e-01
4.481641e-03 3.611415e-04 -4.299985e-02 8.250000e-01 0.000000e+00 5.000000e-01
3.778695e-03 3.288938e-04 -4.299985e-02 8.750000e-01 0.000000e+00 5.000000e-01
3.690852e-03 3.237097e-04 -4.299985e-02 9.250000e-01 0.000000e+00 5.000000e-01
3.348112e-03 3.056401e-04 -4.299985e-02 9.750000e-01 0.000000e+00 5.000000e-01
3.045569e-03 2.930606e-04 -4.299985e-02 1.025000e+00 0.000000e+00 5.000000e-01
1.787881e-03 2.270615e-04 -4.299985e-02 1.075000e+00 0.000000e+00 5.000000e-01
2.363524e-03 2.610081e-04 -4.299985e-02 1.125000e+00 0.000000e+00 5.000000e-01
2.258822e-03 2.525446e-04 -4.299985e-02 1.175000e+00 0.000000e+00 5.000000e-01
1.184669e-03 1.827987e-04 -4.299985e-02 1.225000e+00 0.000000e+00 5.000000e-01
1.694470e-03 2.187557e-04 -4.299985e-02 1.275000e+00 0.000000e+00 5.000000e-01
1.463789e-03 2.029915e-04 -4.299985e-02 1.325000e+00 0.000000e+00 5.000000e-01
6.134316e-04 1.307843e-04 -4.299985e-02 1.375000e+00 0.000000e+00 5.000000e-01
1.405014e-03 1.986993e-04 -4.299985e-02 1.425000e+00 0.000000e+00 5.000000e-01
1.075950e-03 1.745426e-04 -4.299985e-02 1.475000e+00 0.000000e+00 5.000000e-01
1.180066e-03 1.820885e-04 -4.299985e-02 1.525000e+00 0.000000e+00 5.000000e-01
7.672614e-04 1.449990e-04 -4.299985e-02 1.575000e+00 0.000000e+00 5.000000e-01
8.166296e-04 1.490958e-04 -4.299985e-02 1.625000e+00 0.000000e+00 5.000000e-01
8.169553e-04 1.491552e-04 -4.299985e-02 1.675000e+00 0.000000e+00 5.000000e-01
7.683492e-04 1.452047e-04 -4.299985e-02 1.725000e+00 0.000000e+00 5.000000e-01
5.380085e-04 1.203026e-04 -4.299985e-02 1.775000e+00 0.000000e+00 5.000000e-01
5.816948e-04 1.240181e-04 -4.299985e-02 1.825000e+00 0.000000e+00 5.000000e-01
6.736950e-04 1.321229e-04 -4.299985e-02 1.875000e+00 0.000000e+00 5.000000e-01
7.649164e-04 1.396544e-04 -4.299985e-02 1.925000e+00 0.000000e+00 5.000000e-01
6.080969e-04 1.241276e-04 -4.299985e-02 1.975000e+00 0.000000e+00 5.000000e-01
1.543414e-03 1.960145e-04 -4.299985e-02 2.025000e+00 0.000000e+00 5.000000e-01
1.880360e-03 2.156927e-04 -4.299985e-02 2.075000e+00 0.000000e+00 5.000000e-01
1.585632e-03 1.982049e-04 -4.299985e-02 2.125000e+00 0.000000e+00 5.000000e-01
1.287983e-03 1.786120e-04 -4.299985e-02 2.175000e+00 0.000000e+00 5.000000e-01
5.950666e-04 1.214678e-04 -4.299985e-02 2.225000e+00 0.000000e+00 5.000000e-01
2.967374e-04 8.566085e-05 -4.299985e-02 2.275000e+00 0.000000e+00 5.000000e-01
3.961723e-04 9.904358e-05 -4.299985e-02 2.325000e+00 0.000000e+00 5.000000e-01
3.475370e-04 9.288367e-05 -4.299985e-02 2.375000e+00 0.000000e+00 5.000000e-01
1.958594e-04 6.924700e-05 -4.299985e-02 2.425000e+00 0.000000e+00 5.000000e-01
4.364325e-04 1.028688e-04 -4.299985e-02 2.475000e+00 0.000000e+00 5.000000e-01
2.810375e-04 8.112885e-05 -4.299985e-02 2.525000e+00 0.000000e+00 5.000000e-01
4.059117e-04 9.567452e-05 -4.299985e-02 2.575000e+00 0.000000e+00 5.000000e-01
4.321065e-04 9.662277e-05 -4.299985e-02 2.625000e+00 0.000000e+00 5.000000e-01
1.253965e-04 5.119295e-05 -4.299985e-02 2.675000e+00 0.000000e+00 5.000000e-01
2.477471e-04 7.151886e-05 -4.299985e-02 2.725000e+00 0.000000e+00 5.000000e-01
4.109696e-04 9.189635e-05 -4.299985e-02 2.775000e+00 0.000000e+00 5.000000e-01
2.813943e-04 7.520601e-05 -4.299985e-02 2.825000e+00 0.000000e+00 5.000000e-01
2.416561e-04 6.976030e-05 -4.299985e-02 2.875000e+00 0.000000e+00 5.000000e-01
1.586399e-04 5.608806e-05 -4.299985e-02 2.925000e+00 0.000000e+00 5.000000e-01
3.227933e-04 8.069911e-05 -4.299985e-02 2.975000e+00 0.000000e+00 5.000000e-01
1.975692e-04 6.247699e-05 -4.299985e-02 3.025000e+00 0.000000e+00 5.000000e-01
1.957564e-04 6.190385e-05 -4.299985e-02 3.075000e+00 0.000000e+00 5.000000e-01
4.272039e-04 9.108102e-05 -4.299985e-02 3.125000e+00 0.000000e+00 5.000000e-01
1.139056e-04 4.650210e-05 -4.299985e-02 3.175000e+00 0.000000e+00 5.000000e-01
4.137165e-04 8.820500e-05 -4.299985e-02 3.225000e+00 0.000000e+00 5.000000e-01
7.386668e-05 3.693394e-05 -4.299985e-02 3.275000e+00 0.000000e+00 5.000000e-01
2.883145e-04 7.207975e-05 -4.299985e-02 3.325000e+00 0.000000e+00 5.000000e-01
3.864537e-04 8.239255e-05 -4.299985e-02 3.375000e+00 0.000000e+00 5.000000e-01
2.426945e-04 6.486333e-05 -4.299985e-02 3.425000e+00 0.000000e+00 5.000000e-01
2.361933e-04 6.312568e-05 -4.299985e-02 3.475000e+00 0.000000e+00 5.000000e-01
3.627916e-04 7.734838e-05 -4.299985e-02 3.525000e+00 0.000000e+00 5.000000e-01
4.467872e-04 8.443638e-05 -4.299985e-02 3.575000e+00 0.000000e+00 5.000000e-01
3.076211e-04 6.878709e-05 -4.299985e-02 3.625000e+00 0.000000e+00 5.000000e-01
4.129787e-04 7.804743e-05 -4.299985e-02 3.675000e+00 0.000000e+00 5.000000e-01
2.253832e-04 5.634695e-05 -4.299985e-02 3.725000e+00 0.000000e+00 5.000000e-01
4.316323e-04 7.630447e-05 -4.299985e-02 3.775000e+00 0.000000e+00 5.000000e-01
5.997116e-04 8.842639e-05 -4.299985e-02 3.825000e+00 0.000000e+00 5.000000e-01
6.790969e-04 9.241780e-05 -4.299985e-02 3.875000e+00 0.000000e+00 5.000000e-01
5.963974e-04 8.434687e-05 -4.299985e-02 3.925000e+00 0.000000e+00 5.000000e-01
6.004869e-04 8.172069e-05 -4.299985e-02 3.975000e+00 0.000000e+00 5.000000e-01
3.131047e-01 3.291287e-03 -2.299984e-02 2.500000e-02 0.000000e+00 5.000000e-01
1.709977e-01 2.450340e-03 -2.299984e-02 7.500000e-02 0.000000e+00 5.000000e-01
4.147729e-02 1.186520e-03 -2.299984e-02 1.250000e-01 0.000000e+00 5.000000e-01
1.703312e-02 7.512996e-04 -2.299984e-02 1.750000e-01 0.000000e+00 5.000000e-01
1.346874e-02 6.635579e-04 -2.299984e-02 2.250000e-01 0.000000e+00 5.000000e-01
1.017513e-02 5.705938e-04 -2.299984e-02 2.750000e-01 0.000000e+00 5.000000e-01
8.369464e-03 5.151055e-04 -2.299984e-02 3.250000e-01 0.000000e+00 5.000000e-01
7.930901e-03 4.996004e-04 -2.299984e-02 3.750000e-01 0.000000e+00 5.000000e-01
6.979676e-03 4.663498e-04 -2.299984e-02 4.250000e-01 0.000000e+00 5.000000e-01
6.625397e-03 4.466848e-04 -2.299984e-02 4.750000e-01 0.000000e+00 5.000000e-01
6.485426e-03 4.412780e-04 -2.299984e-02 5.250000e-01 0.000000e+00 5.000000e-01
5.534045e-03 4.102113e-04 -2.299984e-02 5.750000e-01 0.000000e+00 5.000000e-01
6.728884e-03 4.475993e-04 -2.299984e-02 6.250000e-01 0.000000e+00 5.000000e-01
