# Intensity Error [H,-0.5H,0] DeltaE [0,K,0] [0,0,L]
#  shape: 134x58x1x1
4.726010e-01 4.346604e-03 -3.280000e-01 2.500000e-02 5.000000e-01 0.000000e+00
7.503472e-02 1.748309e-03 -3.280000e-01 7.500000e-02 5.000000e-01 0.000000e+00
3.130980e-03 3.545146e-04 -3.280000e-01 1.250000e-01 5.000000e-01 0.000000e+00
1.955132e-03 2.821996e-04 -3.280000e-01 1.750000e-01 5.000000e-01 0.000000e+00
1.297305e-03 2.293340e-04 -3.280000e-01 2.250000e-01 5.000000e-01 0.000000e+00
1.361949e-03 2.335728e-04 -3.280000e-01 2.750000e-01 5.000000e-01 0.000000e+00
1.293542e-03 2.286688e-04 -3.280000e-01 3.250000e-01 5.000000e-01 0.000000e+00
1.475274e-03 2.393218e-04 -3.280000e-01 3.750000e-01 5.000000e-01 0.000000e+00
1.301355e-03 2.231809e-04 -3.280000e-01 4.250000e-01 5.000000e-01 0.000000e+00
5.436691e-04 1.453019e-04 -3.280000e-01 4.750000e-01 5.000000e-01 0.000000e+00
7.701362e-04 1.722083e-04 -3.280000e-01 5.250000e-01 5.000000e-01 0.000000e+00
6.189938e-04 1.547490e-04 -3.280000e-01 5.750000e-01 5.000000e-01 0.000000e+00
5.365672e-04 1.434040e-04 -3.280000e-01 6.250000e-01 5.000000e-01 0.000000e+00
1.057558e-03 1.998606e-04 -3.280000e-01 6.750000e-01 5.000000e-01 0.000000e+00
8.347896e-04 1.779784e-04 -3.280000e-01 7.250000e-01 5.000000e-01 0.000000e+00
7.418821e-04 1.658905e-04 -3.280000e-01 7.750000e-01 5.000000e-01 0.000000e+00
1.178533e-03 2.083379e-04 -3.280000e-01 8.250000e-01 5.000000e-01 0.000000e+00
1.398235e-03 2.268246e-04 -3.280000e-01 8.750000e-01 5.000000e-01 0.000000e+00
9.528318e-04 1.868663e-04 -3.280000e-01 9.250000e-01 5.000000e-01 0.000000e+00
1.375386e-03 2.231181e-04 -3.280000e-01 9.750000e-01 5.000000e-01 0.000000e+00
1.079781e-03 1.971408e-04 -3.280000e-01 1.025000e+00 5.000000e-01 0.000000e+00
8.625992e-04 1.760784e-04 -3.280000e-01 1.075000e+00 5.000000e-01 0.000000e+00
1.198757e-03 2.055868e-04 -3.280000e-01 1.125000e+00 5.000000e-01 0.000000e+00
6.248741e-04 1.472845e-04 -3.280000e-01 1.175000e+00 5.000000e-01 0.000000e+00
1.109439e-03 1.961246e-04 -3.280000e-01 1.225000e+00 5.000000e-01 0.000000e+00
1.094147e-03 1.934206e-04 -3.280000e-01 1.275000e+00 5.000000e-01 0.000000e+00
1.426697e-03 2.201452e-04 -3.280000e-01 1.325000e+00 5.000000e-01 0.000000e+00
8.680162e-04 1.702327e-04 -3.280000e-01 1.375000e+00 5.000000e-01 0.000000e+00
6.001357e-04 1.414535e-04 -3.280000e-01 1.425000e+00 5.000000e-01 0.000000e+00
1.247696e-03 2.024044e-04 -3.280000e-01 1.475000e+00 5.000000e-01 0.000000e+00
1.357904e-03 2.095308e-04 -3.280000e-01 1.525000e+00 5.000000e-01 0.000000e+00
3.850640e-04 1.111595e-04 -3.280000e-01 1.575000e+00 5.000000e-01 0.000000e+00
1.141436e-03 1.902407e-04 -3.280000e-01 1.625000e+00 5.000000e-01 0.000000e+00
1.616170e-03 2.241241e-04 -3.280000e-01 1.675000e+00 5.000000e-01 0.000000e+00
1.355779e-03 2.043936e-04 -3.280000e-01 1.725000e+00 5.000000e-01 0.000000e+00
2.488112e-03 2.747688e-04 -3.280000e-01 1.775000e+00 5.000000e-01 0.000000e+00
1.684545e-03 2.251092e-04 -3.280000e-01 1.825000e+00 5.000000e-01 0.000000e+00
2.580556e-03 2.750920e-04 -3.280000e-01 1.875000e+00 5.000000e-01 0.000000e+00
1.979008e-03 2.399929e-04 -3.280000e-01 1.925000e+00 5.000000e-01 0.000000e+00
2.000154e-03 2.390682e-04 -3.280000e-01 1.975000e+00 5.000000e-01 0.000000e+00
1.733298e-03 2.201331e-04 -3.280000e-01 2.025000e+00 5.000000e-01 0.000000e+00
1.386155e-03 1.960354e-04 -3.280000e-01 2.075000e+00 5.000000e-01 0.000000e+00
2.416989e-03 2.547777e-04 -3.280000e-01 2.125000e+00 5.000000e-01 0.000000e+00
1.702122e-03 2.127680e-04 -3.280000e-01 2.175000e+00 5.000000e-01 0.000000e+00
1.140320e-03 1.719124e-04 -3.280000e-01 2.225000e+00 5.000000e-01 0.000000e+00
1.575357e-03 2.000754e-04 -3.280000e-01 2.275000e+00 5.000000e-01 0.000000e+00
1.089241e-03 1.642125e-04 -3.280000e-01 2.325000e+00 5.000000e-01 0.000000e+00
1.448106e-03 1.869556e-04 -3.280000e-01 2.375000e+00 5.000000e-01 0.000000e+00
1.419711e-03 1.832893e-04 -3.280000e-01 2.425000e+00 5.000000e-01 0.000000e+00
1.383759e-03 1.786492e-04 -3.280000e-01 2.475000e+00 5.000000e-01 0.000000e+00
1.334450e-03 1.722831e-04 -3.280000e-01 2.525000e+00 5.000000e-01 0.000000e+00
1.038442e-03 1.498968e-04 -3.280000e-01 2.575000e+00 5.000000e-01 0.000000e+00
8.338490e-04 1.318527e-04 -3.280000e-01 2.625000e+00 5.000000e-01 0.000000e+00
1.120022e-03 1.496727e-04 -3.280000e-01 2.675000e+00 5.000000e-01 0.000000e+00
1.473996e-03 1.690939e-04 -3.280000e-01 2.725000e+00 5.000000e-01 0.000000e+00
7.781830e-04 1.200833e-04 -3.280000e-01 2.775000e+00 5.000000e-01 0.000000e+00
1.277441e-03 1.505621e-04 -3.280000e-01 2.825000e+00 5.000000e-01 0.000000e+00
1.472947e-03 1.570325e-04 -3.280000e-01 2.875000e+00 5.000000e-01 0.000000e+00
4.720042e-01 4.338547e-03 -3.180000e-01 2.500000e-02 5.000000e-01 0.000000e+00
7.482494e-02 1.732173e-03 -3.180000e-01 7.500000e-02 5.000000e-01 0.000000e+00
3.885915e-03 3.966057e-04 -3.180000e-01 1.250000e-01 5.000000e-01 0.000000e+00
1.854116e-03 2.733750e-04 -3.180000e-01 1.750000e-01 5.000000e-01 0.000000e+00
1.778480e-03 2.681166e-04 -3.180000e-01 2.250000e-01 5.000000e-01 0.000000e+00
1.510511e-03 2.450381e-04 -3.180000e-01 2.750000e-01 5.000000e-01 0.000000e+00
1.118397e-03 2.113576e-04 -3.180000e-01 3.250000e-01 5.000000e-01 0.000000e+00
1.191081e-03 2.174610e-04 -3.180000e-01 3.750000e-01 5.000000e-01 0.000000e+00
1.309527e-03 2.245826e-04 -3.180000e-01 4.250000e-01 5.000000e-01 0.000000e+00
6.835258e-04 1.611092e-04 -3.180000e-01 4.750000e-01 5.000000e-01 0.000000e+00
1.214333e-03 2.146665e-04 -3.180000e-01 5.250000e-01 5.000000e-01 0.000000e+00
7.610643e-04 1.701796e-04 -3.180000e-01 5.750000e-01 5.000000e-01 0.000000e+00
7.651127e-04 1.710845e-04 -3.180000e-01 6.250000e-01 5.000000e-01 0.000000e+00
8.324624e-04 1.774822e-04 -3.180000e-01 6.750000e-01 5.000000e-01 0.000000e+00
9.035450e-04 1.844357e-04 -3.180000e-01 7.250000e-01 5.000000e-01 0.000000e+00
1.123951e-03 2.052050e-04 -3.180000e-01 7.750000e-01 5.000000e-01 0.000000e+00
8.797374e-04 1.795765e-04 -3.180000e-01 8.250000e-01 5.000000e-01 0.000000e+00
1.159338e-03 2.049445e-04 -3.180000e-01 8.750000e-01 5.000000e-01 0.000000e+00
5.808955e-04 1.452244e-04 -3.180000e-01 9.250000e-01 5.000000e-01 0.000000e+00
1.017122e-03 1.922190e-04 -3.180000e-01 9.750000e-01 5.000000e-01 0.000000e+00
6.468435e-04 1.524631e-04 -3.180000e-01 1.025000e+00 5.000000e-01 0.000000e+00
6.408797e-04 1.510573e-04 -3.180000e-01 1.075000e+00 5.000000e-01 0.000000e+00
1.329856e-03 2.157323e-04 -3.180000e-01 1.125000e+00 5.000000e-01 0.000000e+00
1.114213e-03 1.969678e-04 -3.180000e-01 1.175000e+00 5.000000e-01 0.000000e+00
1.368958e-03 2.164525e-04 -3.180000e-01 1.225000e+00 5.000000e-01 0.000000e+00
1.092635e-03 1.931534e-04 -3.180000e-01 1.275000e+00 5.000000e-01 0.000000e+00
6.770028e-04 1.513832e-04 -3.180000e-01 1.325000e+00 5.000000e-01 0.000000e+00
1.136395e-03 1.948919e-04 -3.180000e-01 1.375000e+00 5.000000e-01 0.000000e+00
1.051146e-03 1.858192e-04 -3.180000e-01 1.425000e+00 5.000000e-01 0.000000e+00
6.521033e-04 1.458158e-04 -3.180000e-01 1.475000e+00 5.000000e-01 0.000000e+00
