# Intensity Error DeltaE [H,0,0] [0,K,0] [0,0,L]
#  shape: 58x1x1x1
5.966623e-04 1.794139e-05 1.775000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.802704e-04 1.749601e-05 1.825000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.249825e-04 1.643802e-05 1.875000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.947241e-04 1.577141e-05 1.925000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.540070e-04 1.491980e-05 1.975000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.295670e-04 1.433507e-05 2.025000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.876677e-04 1.507874e-05 2.075000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.392759e-04 1.413372e-05 2.125000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.366659e-04 1.390656e-05 2.175000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.072819e-04 1.481817e-05 2.225000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.978175e-04 1.449239e-05 2.275000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.310380e-04 1.331516e-05 2.325000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.622391e-04 1.359566e-05 2.375000e+00 5.000000e-01 0.000000e+00 0.000000e+00
4.833094e-04 1.368144e-05 2.425000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.496321e-04 1.433605e-05 2.475000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.226191e-04 1.374422e-05 2.525000e+00 5.000000e-01 0.000000e+00 0.000000e+00
5.534203e-04 1.388833e-05 2.575000e+00 5.000000e-01 0.000000e+00 0.000000e+00
6.531352e-04 1.479142e-05 2.625000e+00 5.000000e-01 0.000000e+00 0.000000e+00
7.052800e-04 1.503756e-05 2.675000e+00 5.000000e-01 0.000000e+00 0.000000e+00
7.342582e-04 1.497659e-05 2.725000e+00 5.000000e-01 0.000000e+00 0.000000e+00
8.520068e-04 1.566688e-05 2.775000e+00 5.000000e-01 0.000000e+00 0.000000e+00
1.051660e-03 1.685910e-05 2.825000e+00 5.000000e-01 0.000000e+00 0.000000e+00
1.223312e-03 1.771842e-05 2.875000e+00 5.000000e-01 0.000000e+00 0.000000e+00
