# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 80x1x1x1
3.101815e-01 5.181137e-04 2.500000e-02 0.000000e+00 0.000000e+00 5.000000e-01
1.616329e-01 3.741968e-04 7.500000e-02 0.000000e+00 0.000000e+00 5.000000e-01
3.379760e-02 1.711761e-04 1.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
9.501577e-03 9.081727e-05 1.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
5.267069e-03 6.771608e-05 2.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
2.700262e-03 4.851386e-05 2.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
1.230188e-03 3.276139e-05 3.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
8.988890e-04 2.800838e-05 3.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.971895e-04 2.471126e-05 4.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
5.796236e-04 2.256185e-05 4.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
5.900079e-04 2.276008e-05 5.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.577138e-04 2.401634e-05 5.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.718617e-04 2.427538e-05 6.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
7.392891e-04 2.544741e-05 6.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.558303e-04 2.394757e-05 7.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
7.690095e-04 2.589394e-05 7.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.414864e-04 2.364554e-05 8.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
7.376343e-04 2.530069e-05 8.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
6.859318e-04 2.434285e-05 9.250000e-01 0.000000e+00 0.000000e+00 5.000000e-01
7.622618e-04 2.563769e-05 9.750000e-01 0.000000e+00 0.000000e+00 5.000000e-01
7.508975e-04 2.542864e-05 1.025000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.838347e-04 2.592700e-05 1.075000e+00 0.000000e+00 0.000000e+00 5.000000e-01
6.854252e-04 2.417313e-05 1.125000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.927900e-04 2.591320e-05 1.175000e+00 0.000000e+00 0.000000e+00 5.000000e-01
8.147242e-04 2.618628e-05 1.225000e+00 0.000000e+00 0.000000e+00 5.000000e-01
8.707908e-04 2.697621e-05 1.275000e+00 0.000000e+00 0.000000e+00 5.000000e-01
8.740757e-04 2.689788e-05 1.325000e+00 0.000000e+00 0.000000e+00 5.000000e-01
8.884340e-04 2.693467e-05 1.375000e+00 0.000000e+00 0.000000e+00 5.000000e-01
