# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 80x1x1x1
8.507171e-04 2.620389e-05 1.425000e+00 0.000000e+00 0.000000e+00 5.000000e-01
9.916440e-04 2.813818e-05 1.475000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.045484e-03 2.871090e-05 1.525000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.169996e-03 3.016905e-05 1.575000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.246901e-03 3.094142e-05 1.625000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.402928e-03 3.261750e-05 1.675000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.424559e-03 3.264737e-05 1.725000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.641748e-03 3.479727e-05 1.775000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.765536e-03 3.590458e-05 1.825000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.832453e-03 3.638812e-05 1.875000e+00 0.000000e+00 0.000000e+00 5.000000e-01
2.192366e-03 3.956811e-05 1.925000e+00 0.000000e+00 0.000000e+00 5.000000e-01
2.466726e-03 4.174317e-05 1.975000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.017841e-03 4.591516e-05 2.025000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.384746e-03 4.833396e-05 2.075000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.467304e-03 4.859983e-05 2.125000e+00 0.000000e+00 0.000000e+00 5.000000e-01
2.628091e-03 4.205098e-05 2.175000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.983715e-03 3.631464e-05 2.225000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.873530e-03 3.507000e-05 2.275000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.614989e-03 3.233878e-05 2.325000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.603138e-03 3.199899e-05 2.375000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.473253e-03 3.044291e-05 2.425000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.488256e-03 3.037908e-05 2.475000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.399023e-03 2.922269e-05 2.525000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.347872e-03 2.845378e-05 2.575000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.229438e-03 2.693151e-05 2.625000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.151006e-03 2.585405e-05 2.675000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.156231e-03 2.567519e-05 2.725000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.048331e-03 2.424269e-05 2.775000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.056724e-03 2.412908e-05 2.825000e+00 0.000000e+00 0.000000e+00 5.000000e-01
1.040062e-03 2.374861e-05 2.875000e+00 0.000000e+00 0.000000e+00 5.000000e-01
8.890322e-04 2.175519e-05 2.925000e+00 0.000000e+00 0.000000e+00 5.000000e-01
9.044643e-04 2.175824e-05 2.975000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.683643e-04 1.991911e-05 3.025000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.593354e-04 1.963235e-05 3.075000e+00 0.000000e+00 0.000000e+00 5.000000e-01
6.398430e-04 1.788436e-05 3.125000e+00 0.000000e+00 0.000000e+00 5.000000e-01
7.334275e-04 1.896253e-05 3.175000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.577944e-04 1.637761e-05 3.225000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.624695e-04 1.626444e-05 3.275000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.034892e-04 1.518098e-05 3.325000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.768797e-04 1.453816e-05 3.375000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.463546e-04 1.381459e-05 3.425000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.215300e-04 1.314742e-05 3.475000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.662892e-04 1.354013e-05 3.525000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.850312e-04 1.205606e-05 3.575000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.193189e-04 1.236534e-05 3.625000e+00 0.000000e+00 0.000000e+00 5.000000e-01
3.730873e-04 1.152502e-05 3.675000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.557830e-04 1.263181e-05 3.725000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.626460e-04 1.264842e-05 3.775000e+00 0.000000e+00 0.000000e+00 5.000000e-01
4.852473e-04 1.288670e-05 3.825000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.188921e-04 1.330109e-05 3.875000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.565050e-04 1.376778e-05 3.925000e+00 0.000000e+00 0.000000e+00 5.000000e-01
5.965283e-04 1.428508e-05 3.975000e+00 0.000000e+00 0.000000e+00 5.000000e-01
