# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 80x1x1x1
3.316058e-01 5.535233e-04 2.500000e-02 3.300000e-01 0.000000e+00 3.300000e-01
1.856713e-01 4.150371e-04 7.500000e-02 3.300000e-01 0.000000e+00 3.300000e-01
5.504826e-02 2.266918e-04 1.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
2.329554e-02 1.478793e-04 1.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
1.072846e-02 1.003407e-04 2.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
3.737847e-03 5.930857e-05 2.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
1.265511e-03 3.451969e-05 3.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
7.700969e-04 2.695882e-05 3.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.245577e-04 2.431091e-05 4.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
5.581102e-04 2.293822e-05 4.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
5.592872e-04 2.298659e-05 5.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
5.766663e-04 2.331038e-05 5.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
7.082941e-04 2.582886e-05 6.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.769867e-04 2.522984e-05 6.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.796002e-04 2.532724e-05 7.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
7.041756e-04 2.581637e-05 7.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
7.066607e-04 2.583812e-05 8.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.169616e-04 2.408834e-05 8.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.117894e-04 2.395957e-05 9.250000e-01 3.300000e-01 0.000000e+00 3.300000e-01
6.583459e-04 2.481239e-05 9.750000e-01 3.300000e-01 0.000000e+00 3.300000e-01
7.146535e-04 2.578788e-05 1.025000e+00 3.300000e-01 0.000000e+00 3.300000e-01
6.998311e-04 2.545266e-05 1.075000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.871325e-04 2.696677e-05 1.125000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.972691e-04 2.706114e-05 1.175000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.943834e-04 2.702552e-05 1.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.521352e-04 2.958147e-05 1.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
8.928461e-04 2.857937e-05 1.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.210983e-04 2.895455e-05 1.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.306673e-04 2.902679e-05 1.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.151417e-03 3.218317e-05 1.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.106112e-03 3.146233e-05 1.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.248807e-03 3.332827e-05 1.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.322425e-03 3.423638e-05 1.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.514099e-03 3.659348e-05 1.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.687182e-03 3.846456e-05 1.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.661022e-03 3.798680e-05 1.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.892934e-03 4.035760e-05 1.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.168788e-03 4.296539e-05 1.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.463442e-03 4.558819e-05 1.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.613341e-03 4.678649e-05 1.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.993698e-03 4.995068e-05 2.025000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.348549e-03 5.257863e-05 2.075000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.930075e-03 4.897100e-05 2.125000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.240735e-03 4.265183e-05 2.175000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.963286e-03 3.981105e-05 2.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.928424e-03 3.942972e-05 2.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.570556e-03 3.554804e-05 2.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.541190e-03 3.513627e-05 2.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.403780e-03 3.346146e-05 2.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.264011e-03 3.167973e-05 2.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.382472e-03 3.310441e-05 2.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.239901e-03 3.127256e-05 2.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.042885e-03 2.857504e-05 2.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.975702e-04 2.783967e-05 2.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.040731e-03 2.834629e-05 2.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.761795e-04 2.732797e-05 2.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.531300e-04 2.685159e-05 2.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.323834e-04 2.639313e-05 2.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.645800e-04 2.375455e-05 2.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
8.049410e-04 2.418232e-05 2.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.895526e-04 2.376296e-05 3.025000e+00 3.300000e-01 0.000000e+00 3.300000e-01
6.506004e-04 2.140340e-05 3.075000e+00 3.300000e-01 0.000000e+00 3.300000e-01
6.039305e-04 2.045190e-05 3.125000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.767056e-04 1.980441e-05 3.175000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.150986e-04 1.853902e-05 3.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.126962e-04 1.831082e-05 3.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.969417e-04 1.783943e-05 3.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.665245e-04 1.710386e-05 3.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.558291e-04 1.671179e-05 3.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.993384e-04 1.545116e-05 3.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.329713e-04 1.587385e-05 3.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.916352e-04 1.488806e-05 3.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.860133e-04 1.454874e-05 3.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.518713e-04 1.548129e-05 3.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.453059e-04 1.508041e-05 3.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.203589e-04 1.433458e-05 3.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.581457e-04 1.460567e-05 3.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.709820e-04 1.446671e-05 3.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.649034e-04 1.547895e-05 3.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.300868e-04 1.465775e-05 3.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
