# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 80x1x1x1
2.165755e-03 5.652585e-05 1.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.661930e-03 4.948336e-05 1.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.634596e-03 4.893047e-05 1.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.327924e-03 4.397205e-05 1.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.314369e-03 4.361897e-05 1.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.177583e-03 4.112309e-05 1.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.361937e-04 3.655232e-05 1.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
8.223148e-04 3.414484e-05 1.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.676556e-04 3.291306e-05 1.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.428843e-04 3.232999e-05 1.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.095674e-04 3.148205e-05 1.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.308158e-04 3.180478e-05 1.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
7.464203e-04 3.200261e-05 1.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.351437e-04 3.565213e-05 1.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.003078e-03 3.677476e-05 1.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.146959e-03 3.920237e-05 1.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.521575e-03 4.506531e-05 2.025000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.863430e-03 4.966077e-05 2.075000e+00 3.300000e-01 0.000000e+00 3.300000e-01
1.627419e-03 4.621577e-05 2.125000e+00 3.300000e-01 0.000000e+00 3.300000e-01
9.319407e-04 3.482839e-05 2.175000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.965919e-04 2.534170e-05 2.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.930251e-04 2.254163e-05 2.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.302077e-04 2.063807e-05 2.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.490525e-04 2.116451e-05 2.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.570431e-04 2.133750e-05 2.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.043424e-04 1.964532e-05 2.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.188024e-04 2.008280e-05 2.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.373181e-04 2.060512e-05 2.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.243534e-04 2.011567e-05 2.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.465853e-04 1.743632e-05 2.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.280642e-04 2.003983e-05 2.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.239286e-04 1.978724e-05 2.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.274483e-04 1.971022e-05 2.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.846486e-04 1.822289e-05 2.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.754278e-04 1.777895e-05 2.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.293082e-04 1.605492e-05 2.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.084539e-04 1.843382e-05 3.025000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.114666e-04 1.835358e-05 3.075000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.385955e-04 1.892826e-05 3.125000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.271585e-04 1.840433e-05 3.175000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.359220e-04 1.548923e-05 3.225000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.301018e-04 1.811695e-05 3.275000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.775327e-04 1.646875e-05 3.325000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.263535e-04 1.769923e-05 3.375000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.168130e-04 1.728385e-05 3.425000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.921116e-04 1.643288e-05 3.475000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.590855e-04 1.804515e-05 3.525000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.804731e-04 1.577817e-05 3.575000e+00 3.300000e-01 0.000000e+00 3.300000e-01
2.915484e-04 1.590565e-05 3.625000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.858552e-04 1.806977e-05 3.675000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.210812e-04 1.860991e-05 3.725000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.353701e-04 1.859869e-05 3.775000e+00 3.300000e-01 0.000000e+00 3.300000e-01
3.907935e-04 1.727144e-05 3.825000e+00 3.300000e-01 0.000000e+00 3.300000e-01
4.946684e-04 1.908311e-05 3.875000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.477982e-04 1.971666e-05 3.925000e+00 3.300000e-01 0.000000e+00 3.300000e-01
5.873213e-04 2.002864e-05 3.975000e+00 3.300000e-01 0.000000e+00 3.300000e-01
