# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 66x1x1x1
1.230998e-03 5.211242e-05 1.575000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.816853e-04 4.476091e-05 1.625000e+00 1.000000e+00 0.000000e+00 0.000000e+00
9.909032e-04 4.823653e-05 1.675000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.030754e-03 5.005797e-05 1.725000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.114804e-03 5.302595e-05 1.775000e+00 1.000000e+00 0.000000e+00 0.000000e+00
9.066146e-04 4.874005e-05 1.825000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.098418e-03 5.478426e-05 1.875000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.009890e-03 5.367525e-05 1.925000e+00 1.000000e+00 0.000000e+00 0.000000e+00
9.521565e-04 5.339448e-05 1.975000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.666616e-04 5.216710e-05 2.025000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.055752e-03 5.901857e-05 2.075000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.153165e-03 6.347984e-05 2.125000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.318734e-03 7.009015e-05 2.175000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.195860e-03 6.927455e-05 2.225000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.471423e-03 7.933416e-05 2.275000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.347765e-03 7.860369e-05 2.325000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.266479e-03 7.915539e-05 2.375000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.493329e-03 8.988833e-05 2.425000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.469436e-03 9.293570e-05 2.475000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.327237e-03 9.202786e-05 2.525000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.405004e-03 9.934932e-05 2.575000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.487055e-03 1.078829e-04 2.625000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.713463e-03 1.211609e-04 2.675000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.770147e-03 1.297943e-04 2.725000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.765795e-03 1.387350e-04 2.775000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.740876e-03 1.460922e-04 2.825000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.711203e-03 1.549264e-04 2.875000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.607759e-03 1.640924e-04 2.925000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.412830e-03 1.665049e-04 2.975000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.353844e-03 1.809170e-04 3.025000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.464780e-04 1.599699e-04 3.075000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.025675e-03 2.011538e-04 3.125000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.528962e-03 2.889499e-04 3.175000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.065057e-04 2.550412e-04 3.225000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.322637e-04 2.661318e-04 3.275000e+00 1.000000e+00 0.000000e+00 0.000000e+00
