# Intensity Error DeltaE [H,0,0] [0,K,0] [0,0,L]
#  shape: 58x1x1x1
4.762867e-01 6.113069e-04 2.500000e-02 3.300000e-01 3.300000e-01 0.000000e+00
9.377628e-02 2.702547e-04 7.500000e-02 3.300000e-01 3.300000e-01 0.000000e+00
1.113206e-02 9.283186e-05 1.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
9.480940e-03 8.532065e-05 1.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
8.829049e-03 8.224575e-05 2.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
8.796511e-03 8.192843e-05 2.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
8.001658e-03 7.810328e-05 3.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
8.158874e-03 7.877204e-05 3.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
7.377099e-03 7.467273e-05 4.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
7.260227e-03 7.386913e-05 4.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
7.035174e-03 7.234733e-05 5.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
6.421803e-03 6.897616e-05 5.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
6.229172e-03 6.778877e-05 6.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
6.183230e-03 6.749696e-05 6.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
5.672074e-03 6.448894e-05 7.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
5.236434e-03 6.174652e-05 7.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
5.279794e-03 6.167738e-05 8.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
4.744375e-03 5.825840e-05 8.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
4.312174e-03 5.539390e-05 9.250000e-01 3.300000e-01 3.300000e-01 0.000000e+00
3.864614e-03 5.232038e-05 9.750000e-01 3.300000e-01 3.300000e-01 0.000000e+00
3.519376e-03 4.973197e-05 1.025000e+00 3.300000e-01 3.300000e-01 0.000000e+00
3.170813e-03 4.695593e-05 1.075000e+00 3.300000e-01 3.300000e-01 0.000000e+00
2.795589e-03 4.387454e-05 1.125000e+00 3.300000e-01 3.300000e-01 0.000000e+00
2.423878e-03 4.071610e-05 1.175000e+00 3.300000e-01 3.300000e-01 0.000000e+00
2.142822e-03 3.814347e-05 1.225000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.721931e-03 3.400630e-05 1.275000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.663835e-03 3.322380e-05 1.325000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.379318e-03 3.012809e-05 1.375000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.223279e-03 2.827325e-05 1.425000e+00 3.300000e-01 3.300000e-01 0.000000e+00
1.085411e-03 2.648151e-05 1.475000e+00 3.300000e-01 3.300000e-01 0.000000e+00
9.829725e-04 2.504866e-05 1.525000e+00 3.300000e-01 3.300000e-01 0.000000e+00
9.041964e-04 2.392777e-05 1.575000e+00 3.300000e-01 3.300000e-01 0.000000e+00
8.870723e-04 2.357391e-05 1.625000e+00 3.300000e-01 3.300000e-01 0.000000e+00
7.136285e-04 2.102569e-05 1.675000e+00 3.300000e-01 3.300000e-01 0.000000e+00
