# Intensity Error DeltaE [0,K,0] [0,0,L] [H,0,0]
#  shape: 66x1x1x1
2.915397e+00 2.860045e-03 2.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00
1.448380e+00 2.011141e-03 7.500000e-02 1.000000e+00 0.000000e+00 0.000000e+00
2.910068e-01 9.003252e-04 1.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
7.180299e-02 4.462832e-04 1.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.255428e-02 2.501714e-04 2.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
7.811059e-03 1.474049e-04 2.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
4.337973e-03 1.100429e-04 3.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
3.976184e-03 1.055915e-04 3.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
3.944018e-03 1.054084e-04 4.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
3.530201e-03 1.000898e-04 4.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
3.239787e-03 9.629281e-05 5.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
3.151804e-03 9.529083e-05 5.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.687094e-03 8.839903e-05 6.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.830441e-03 9.106808e-05 6.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.628477e-03 8.820606e-05 7.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.353082e-03 8.393176e-05 7.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.253783e-03 8.262782e-05 8.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
1.753640e-03 7.345202e-05 8.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
2.007100e-03 7.933776e-05 9.250000e-01 1.000000e+00 0.000000e+00 0.000000e+00
1.867477e-03 7.727691e-05 9.750000e-01 1.000000e+00 0.000000e+00 0.000000e+00
1.265392e-03 6.424065e-05 1.025000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.437967e-03 6.918436e-05 1.075000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.376340e-03 6.830675e-05 1.125000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.233940e-03 6.521590e-05 1.175000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.163648e-03 6.386360e-05 1.225000e+00 1.000000e+00 0.000000e+00 0.000000e+00
9.586680e-04 5.856010e-05 1.275000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.748211e-04 5.646955e-05 1.325000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.167104e-03 6.607442e-05 1.375000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.230593e-03 6.879242e-05 1.425000e+00 1.000000e+00 0.000000e+00 0.000000e+00
1.001675e-03 6.285083e-05 1.475000e+00 1.000000e+00 0.000000e+00 0.000000e+00
9.623251e-04 6.237843e-05 1.525000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.765930e-04 6.020482e-05 1.575000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.332336e-04 5.951686e-05 1.625000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.132050e-04 5.182537e-05 1.675000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.965701e-04 5.192496e-05 1.725000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.724564e-04 5.603821e-05 1.775000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.380390e-04 5.553433e-05 1.825000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.219019e-04 5.584858e-05 1.875000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.681433e-04 5.905627e-05 1.925000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.884054e-04 5.661952e-05 1.975000e+00 1.000000e+00 0.000000e+00 0.000000e+00
7.273809e-04 6.429224e-05 2.025000e+00 1.000000e+00 0.000000e+00 0.000000e+00
7.370207e-04 6.618670e-05 2.075000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.002178e-04 6.125971e-05 2.125000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.231769e-04 5.289733e-05 2.175000e+00 1.000000e+00 0.000000e+00 0.000000e+00
7.481037e-04 7.266257e-05 2.225000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.181235e-04 5.587435e-05 2.275000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.730516e-04 8.324265e-05 2.325000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.955633e-04 7.118384e-05 2.375000e+00 1.000000e+00 0.000000e+00 0.000000e+00
7.917304e-04 8.537500e-05 2.425000e+00 1.000000e+00 0.000000e+00 0.000000e+00
4.371384e-04 6.590141e-05 2.475000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.416261e-04 8.283404e-05 2.525000e+00 1.000000e+00 0.000000e+00 0.000000e+00
6.081059e-04 8.432963e-05 2.575000e+00 1.000000e+00 0.000000e+00 0.000000e+00
7.784437e-04 1.004973e-04 2.625000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.680255e-04 8.981330e-05 2.675000e+00 1.000000e+00 0.000000e+00 0.000000e+00
8.192249e-04 1.136071e-04 2.725000e+00 1.000000e+00 0.000000e+00 0.000000e+00
5.031782e-04 9.509261e-05 2.775000e+00 1.000000e+00 0.000000e+00 0.000000e+00
